zone_id,weekday_h00,weekday_h01,weekday_h02,weekday_h03,weekday_h04,weekday_h05,weekday_h06,weekday_h07,weekday_h08,weekday_h09,weekday_h10,weekday_h11,weekday_h12,weekday_h13,weekday_h14,weekday_h15,weekday_h16,weekday_h17,weekday_h18,weekday_h19,weekday_h20,weekday_h21,weekday_h22,weekday_h23,weekend_h00,weekend_h01,weekend_h02,weekend_h03,weekend_h04,weekend_h05,weekend_h06,weekend_h07,weekend_h08,weekend_h09,weekend_h10,weekend_h11,weekend_h12,weekend_h13,weekend_h14,weekend_h15,weekend_h16,weekend_h17,weekend_h18,weekend_h19,weekend_h20,weekend_h21,weekend_h22,weekend_h23
501,1.09064,1.11171,1.11382,1.12611,1.13279,1.1377,1.12401,1.10609,0.936789,0.981398,0.949785,0.886911,0.839141,0.848624,0.827901,0.800152,0.792424,0.784697,0.819471,0.811743,0.845814,0.910445,0.986315,1.07237,1.20598,1.21992,1.23387,1.23125,1.23735,1.23387,1.23648,1.22602,1.17461,1.11362,1.04914,0.968969,0.892288,0.885317,0.848719,0.83652,0.828678,0.81125,0.831292,0.866147,0.908844,0.95677,1.05436,1.11187
502,1.19199,1.20753,1.20449,1.20111,1.19503,1.19469,1.18928,1.12642,0.940882,0.807726,0.733375,0.695523,0.725601,0.728643,0.716139,0.703634,0.727291,0.738444,0.807388,0.915197,1.04092,1.09195,1.15481,1.18252,1.17544,1.18718,1.18382,1.17628,1.17796,1.18215,1.16957,1.1528,1.09495,1.01363,0.938172,0.93398,0.884514,0.898767,0.898767,0.870262,0.868585,0.864393,0.923919,0.942364,0.985961,1.03123,1.09956,1.12514
506,1.09382,1.10137,1.10463,1.10154,1.09691,1.11389,1.10909,1.08936,0.953193,0.878419,0.863756,0.8683,0.879448,0.884507,0.857839,0.839317,0.823968,0.822424,0.815393,0.861955,0.957309,0.990579,1.03723,1.08267,1.10149,1.12234,1.11936,1.12787,1.11808,1.12489,1.12276,1.10447,1.06192,1.013,0.994276,0.976408,0.975982,0.992575,0.961942,0.941095,0.939393,0.924928,0.943648,0.967473,0.988746,1.0381,1.04108,1.07128
508,1.10498,1.11949,1.10861,1.11223,1.10353,1.11151,1.11151,1.0375,0.888771,0.82565,0.824562,0.822748,0.88732,0.855034,0.836533,0.833631,0.850318,0.881878,0.923596,1.09482,1.171,1.16084,1.1739,1.18043,1.09252,1.11412,1.09612,1.09612,1.10512,1.08712,1.09072,1.04032,0.982727,0.968328,0.93593,0.94133,0.94313,0.93953,0.93053,0.93593,0.908932,0.94313,0.926931,0.979127,0.982727,0.973727,0.975527,0.989926
511,1.13854,1.17553,1.15498,1.15498,1.13854,1.15909,1.1221,1.13443,1.03578,1.0029,0.883704,0.80972,0.82205,0.846712,0.789168,0.756286,0.81794,0.826161,0.756286,0.846712,0.916586,1.06456,1.15498,1.1632,1.15221,1.12162,1.17261,1.1828,1.17261,1.193,1.1828,1.2032,1.16241,1.06045,0.978872,0.927889,0.846317,0.938086,0.876907,0.83612,0.825924,0.856513,0.8973,0.774941,0.83612,0.978872,1.02986,1.12162
512,1.13478,1.14501,1.14084,1.12644,1.12682,1.12682,1.12,1.03889,0.819816,0.7334,0.715207,0.734916,0.765616,0.763721,0.746286,0.740222,0.753488,0.792905,0.870225,1.03623,1.14918,1.19087,1.19315,1.17761,1.13677,1.14711,1.12925,1.13113,1.11514,1.11326,1.10668,1.08129,1.01454,0.958121,0.915809,0.910168,0.921451,0.975045,0.963762,0.948718,0.959061,0.993851,1.01736,1.06437,1.07283,1.07283,1.05309,1.05591
513,1.21464,1.19944,1.20168,1.19944,1.19682,1.1977,1.19358,1.16318,0.878833,0.735788,0.702394,0.664763,0.689809,0.704014,0.659904,0.632117,0.637101,0.652178,0.710493,0.875469,1.01789,1.10125,1.17826,1.21838,1.19256,1.20833,1.20524,1.21389,1.20678,1.19905,1.19194,1.19164,1.10045,1.03708,0.971237,0.945271,0.943726,0.966291,0.930743,0.894886,0.873248,0.896122,0.916524,0.971855,1.01977,1.05346,1.12147,1.12332
516,1.24983,1.28087,1.2874,1.29459,1.30341,1.28185,1.28609,1.21031,0.968898,0.949298,0.949951,0.870571,0.884291,0.839211,0.809484,0.75885,0.780737,0.762444,0.694823,0.69025,0.768324,0.875797,1.0045,1.11917,1.15075,1.21558,1.23665,1.2407,1.24719,1.25043,1.24557,1.20748,1.12239,1.10213,1.04054,0.995967,0.907635,0.850908,0.824975,0.753661,0.741505,0.708279,0.718004,0.748799,0.820113,0.880892,0.995157,1.07376
519,1.02954,1.22836,1.18876,1.14604,1.08184,1.06852,0.962406,0.95024,0.952549,0.980876,0.929905,0.934256,0.958143,1.0734,0.999524,0.977502,0.961074,0.939851,0.933369,0.877691,0.92884,0.930793,0.903088,0.977768,1.04219,1.23957,1.21116,1.12855,1.0889,1.08603,0.985799,0.97104,1.00408,0.968617,0.908918,0.907596,0.935353,1.01135,1.02743,1.01157,1.00122,0.913764,0.932048,0.905834,0.915747,0.981614,0.967735,0.939538
520,0.904711,0.900806,0.902208,0.900205,0.903209,0.900806,0.900405,0.900605,0.932248,1.13792,1.28001,1.31656,1.32517,1.28192,1.26449,1.24427,1.26549,1.25007,1.17117,1.03258,0.955879,0.912621,0.897001,0.895999,0.90421,0.915637,0.911662,0.915637,0.918121,0.918618,0.918618,0.91514,0.918121,0.949917,0.991153,1.01301,1.03388,1.01898,0.996122,0.988173,0.987179,0.968797,0.95737,0.90421,0.89179,0.887815,0.898745,0.900732
522,1.26102,1.25693,1.25409,1.25445,1.24734,1.24094,1.23312,1.20452,0.926265,0.709313,0.614074,0.576228,0.597195,0.601992,0.569476,0.550997,0.57374,0.573563,0.624558,0.738808,0.960558,1.10892,1.21518,1.26617,1.26331,1.26772,1.26904,1.25846,1.24965,1.24788,1.24568,1.23113,1.15796,1.06539,0.98517,0.919492,0.921696,0.916407,0.863071,0.850729,0.844557,0.852492,0.897893,0.972828,1.05217,1.11476,1.18132,1.21174
525,1.15277,1.18967,1.1933,1.19165,1.19956,1.19066,1.18967,1.14783,0.950488,0.849344,0.812444,0.789053,0.786088,0.801902,0.77851,0.756107,0.749188,0.76665,0.808491,0.925778,1.05591,1.11522,1.12609,1.14882,1.12053,1.17611,1.17039,1.17121,1.16303,1.17039,1.1614,1.1475,1.05842,0.966061,0.909666,0.88106,0.856541,0.871253,0.861445,0.885964,0.868801,0.864714,0.888416,0.963609,1.00529,1.03717,1.05024,1.07558
526,1.14901,1.13028,1.12732,1.13043,1.13213,1.13976,1.13857,1.10637,0.981873,0.877283,0.82199,0.796453,0.799562,0.803041,0.773137,0.750339,0.763145,0.747156,0.779355,0.85182,0.956855,1.0422,1.08483,1.12592,1.13609,1.15666,1.14491,1.15207,1.14252,1.16401,1.14821,1.13187,1.09606,1.03198,0.990296,0.976891,0.935575,0.939064,0.920885,0.904542,0.896646,0.914642,0.917947,0.979645,1.01196,1.07697,1.10947,1.11222
527,1.16648,1.19975,1.20471,1.19575,1.19003,1.19632,1.19155,1.1578,1.03672,0.920597,0.832694,0.80333,0.800374,0.790077,0.764241,0.743075,0.719812,0.712376,0.715236,0.765194,0.887038,0.99153,1.07829,1.14388,1.18068,1.20623,1.20055,1.20765,1.21805,1.22373,1.21711,1.20717,1.16649,1.10311,1.00046,0.960724,0.906798,0.896392,0.869902,0.853819,0.84152,0.815031,0.82591,0.856184,0.906325,0.974915,1.04989,1.10453
528,0.994097,0.983652,0.983178,0.986501,0.986501,0.983178,0.98745,0.984602,0.976531,0.984127,1.071,1.07718,1.06673,1.06341,1.04917,1.04774,1.04869,1.04489,1.04584,1.01404,1.00881,0.99742,0.981754,0.98745,0.973966,0.989276,0.984565,0.988099,0.984565,0.976321,0.979855,0.977499,0.979855,0.984565,0.995165,0.993987,0.991632,1.00223,1.00105,0.985743,0.990454,0.990454,0.985743,0.973966,0.975144,0.968078,0.998698,0.975144
529,1.06015,1.06192,1.06015,1.06606,1.0637,1.06488,1.06192,1.03055,0.946495,0.816271,0.802656,0.82219,0.859481,0.897069,0.866585,0.813311,0.794961,0.829293,0.919858,1.04535,1.10868,1.11164,1.09921,1.09625,1.08371,1.08224,1.08077,1.09839,1.09252,1.08811,1.07049,1.07196,1.03525,0.961828,0.930991,0.935396,1.00588,1.04112,1.00882,0.951549,0.930991,0.955955,1.03378,1.05875,1.0514,1.04112,1.04626,1.04406
552,1.2484,1.25385,1.2702,1.26975,1.28383,1.27293,1.27202,1.21523,0.959467,0.728686,0.621018,0.575135,0.573318,0.617838,0.575135,0.563778,0.546514,0.546969,0.589218,0.775932,0.964464,1.07622,1.14073,1.19706,1.24082,1.26562,1.27689,1.28928,1.29154,1.27689,1.27012,1.2442,1.16193,1.01317,0.952312,0.897089,0.899343,0.916248,0.885819,0.84412,0.829469,0.856517,0.910613,0.981614,1.0605,1.11009,1.17771,1.21039
553,0.94322,0.945807,0.941496,0.944945,0.937185,0.942358,0.937185,0.93115,0.919079,0.968223,0.984605,0.977707,0.958739,0.942358,0.918217,0.935461,0.940634,0.921666,0.955291,0.938909,0.959601,0.94322,0.929425,0.938047,1.09082,1.05446,1.02665,1.03521,1.02451,1.0181,1.0181,1.03735,1.00526,1.06943,1.06943,1.0951,1.06943,1.11862,1.05446,1.09082,1.0844,1.12076,1.12932,0.992431,1.02879,1.02451,1.03093,1.0566
558,1.16015,1.01206,1.0076,1.00983,1.02992,1.07978,1.05746,1.06118,1.06267,0.967412,0.901182,0.936158,0.931693,1.00239,0.946576,0.917553,0.960715,0.948064,0.898949,0.983784,1.0195,0.939134,0.993458,1.07383,1.00243,1.07074,0.923049,1.01166,0.978432,0.959971,1.04305,0.948894,1.01535,0.98397,0.956279,1.05043,1.0412,1.1132,0.939664,0.939664,0.961817,0.860281,1.10581,1.02643,0.934125,1.10027,1.13166,1.00058
559,0.953973,0.882099,0.922236,0.902634,0.906368,1.00718,1.00345,0.897034,0.960507,1.15933,1.15466,1.192,1.10612,1.18733,1.12386,1.07625,1.10426,1.09119,1.00251,0.987577,0.935305,0.914769,0.880232,0.967041,0.97257,0.870682,0.847525,0.875313,0.893838,0.923942,1.00962,0.942467,0.822053,1.0073,0.995727,1.16477,1.03741,1.10225,1.06983,1.27824,1.08141,1.07446,1.03741,1.00962,0.970255,0.979517,0.89847,0.817422
568,1.02292,0.975461,0.992777,0.972254,0.969689,0.981874,0.982515,0.949166,1.00368,1.0537,1.06461,1.07551,1.07615,1.07551,1.06717,1.00689,1.00496,1.021,1.02228,1.00624,0.932492,0.931209,0.912611,1.00111,0.903681,0.930728,0.962548,0.932319,0.986413,0.943456,1.0596,1.01187,0.983231,0.962548,1.09937,0.992777,1.01664,1.03732,1.06437,1.03414,0.976867,0.992777,0.980049,0.976867,0.983231,1.0071,1.07073,0.989595
570,1.28468,1.2872,1.27206,1.27647,1.26575,1.26701,1.25565,1.19571,0.598169,0.423388,0.408875,0.386791,0.398149,0.427805,0.417709,0.401303,0.435376,0.436007,0.49595,0.969186,1.21653,1.26827,1.2973,1.30045,1.26321,1.2726,1.25538,1.26008,1.25851,1.25851,1.24756,1.2413,1.05815,0.978323,0.93919,0.951712,0.964235,1.0065,0.983019,0.995541,0.970496,0.997106,1.0425,1.1552,1.21312,1.22095,1.23503,1.24599
575,1.2954,1.48962,1.18389,0.975732,0.926481,0.916259,1.35859,1.55838,1.22663,0.789878,0.615176,0.607742,0.74992,1.4097,0.936703,0.670932,0.700669,0.691376,0.691376,0.879088,1.34186,1.24708,1.11233,1.01197,1.27253,1.47539,1.25869,1.05583,0.993585,0.99589,1.28405,1.53072,1.14112,0.793024,0.712338,0.703117,0.705422,1.27253,0.889846,0.680064,0.710033,0.721559,0.721559,0.721559,1.15265,1.09041,0.889846,0.841435
576,1.11103,1.2276,1.17596,1.1605,1.17473,1.17905,1.24739,1.29934,1.01671,0.729449,0.692343,0.688632,0.681829,0.865506,0.742746,0.707804,0.704403,0.73718,0.834893,0.977444,1.08629,1.12309,1.09928,1.08289,1.06781,1.22813,1.16523,1.13991,1.15142,1.1706,1.20742,1.29794,1.27492,0.970385,0.920523,0.925126,0.883702,0.988796,0.929729,0.885237,0.896743,0.909784,0.942769,0.930496,0.946605,0.923592,0.962714,0.934331
577,1.38332,1.42698,1.44087,1.43293,1.39324,1.40118,1.40912,1.36744,0.992337,0.783946,0.662881,0.531892,0.516015,0.505099,0.466398,0.438613,0.414797,0.434643,0.496168,0.682728,0.869287,1.05982,1.21859,1.34759,1.32935,1.36381,1.34412,1.34412,1.30966,1.29981,1.34904,1.27027,1.21119,1.0881,0.969933,0.822227,0.782839,0.777916,0.694216,0.684369,0.71391,0.708986,0.782839,0.891156,0.97978,1.07333,1.18903,1.34412
578,1.00521,1.02586,1.01554,1.03619,1.02931,1.02586,1.02586,0.970783,0.812428,0.812428,0.791773,0.812428,0.860623,0.860623,0.846853,0.829641,0.843411,0.877836,0.888163,0.919145,0.991438,1.02586,1.05685,1.04996,1.1529,1.1529,1.16144,1.17852,1.16144,1.12728,1.13582,1.1529,1.05042,0.965023,0.999183,0.888163,0.947943,1.00772,1.00772,0.982103,1.00772,0.990643,0.990643,1.0675,1.10166,1.12728,1.11874,1.1102
580,1.30805,1.31812,1.25271,1.23762,1.19737,1.18731,1.17222,1.17725,0.654027,1.21246,1.10933,0.955885,0.777286,0.799925,0.719429,0.638934,0.651511,0.593655,0.558438,0.563469,0.759677,1.06657,1.23762,1.2829,1.28551,1.21063,1.19815,1.21063,1.18567,1.0983,1.12326,1.08582,0.886129,0.886129,0.91109,0.873648,0.823725,0.91109,0.948532,0.89861,0.786283,0.823725,0.89861,0.91109,0.985974,1.0983,1.22935,1.29799
582,0.975811,1.11584,1.03686,0.969028,0.982594,0.955946,0.958368,1.03831,1.05236,1.01506,1.00149,0.986954,0.987439,0.9918,0.973388,0.974842,0.986954,0.972904,0.972419,0.982109,0.974842,0.978718,0.979687,0.956915,1.00004,1.13345,1.05893,1.00364,1.02408,0.984411,0.99643,1.05172,1.03369,0.997632,1.01085,0.989219,0.997632,1.01686,1.00845,0.989219,1.00004,0.990421,0.983209,0.991623,0.99643,0.977199,0.966982,0.977199
584,1.20769,1.22608,1.22812,1.23494,1.22267,1.2145,1.21859,1.12527,0.921604,0.739735,0.705337,0.666851,0.68933,0.718279,0.702953,0.655953,0.634837,0.650844,0.771749,1.00334,1.14162,1.15115,1.17091,1.19407,1.16765,1.18116,1.19468,1.2082,1.2082,1.18961,1.18116,1.1592,1.05612,0.915866,0.902348,0.88376,0.900658,0.946283,0.914176,0.871932,0.834756,0.863483,0.96994,1.01725,1.03246,1.04091,1.07555,1.08822
585,1.16013,1.28426,1.32723,1.37497,1.3511,1.3702,1.332,1.31291,1.16013,1.03123,1.27949,1.26039,1.26516,1.18639,1.16968,1.01213,0.940518,0.985873,0.830711,0.782969,0.71613,0.89755,0.978711,1.0742,0.983026,1.14884,1.18437,1.24359,1.20806,1.17253,1.18437,1.23174,0.935652,0.781684,0.76984,0.67509,0.852746,0.876433,0.710621,0.639559,0.556653,0.509279,0.521122,0.54481,0.509279,0.67509,0.947495,1.05409
587,1.221,1.21685,1.22051,1.22051,1.21612,1.21245,1.20684,1.15653,0.881562,0.740902,0.617582,0.579731,0.577655,0.584615,0.584615,0.530646,0.529303,0.545298,0.61343,0.793405,0.952135,1.06593,1.14823,1.2105,1.26613,1.30066,1.29581,1.30308,1.30793,1.3261,1.30187,1.27764,1.17223,1.10135,0.992306,0.931726,0.899012,0.934149,0.897195,0.866905,0.865088,0.87054,0.90083,0.9917,1.06924,1.10923,1.1795,1.21342
588,1.21709,1.22417,1.23182,1.23794,1.23354,1.23488,1.23278,1.17594,0.832823,0.657915,0.585962,0.566251,0.577924,0.580221,0.559745,0.545584,0.560319,0.560319,0.598018,0.750728,0.933482,1.04658,1.1258,1.1968,1.27466,1.29507,1.31834,1.32498,1.30694,1.30362,1.30504,1.28131,1.165,1.08429,0.988396,0.949468,0.925731,0.933802,0.914813,0.892025,0.880157,0.885854,0.912439,0.984124,1.06103,1.12749,1.19918,1.21959
589,1.09277,1.16327,1.1491,1.13529,1.12766,1.12839,1.14256,1.1273,0.935052,0.815672,0.814582,0.778059,0.82403,0.91779,0.824939,0.816944,0.815672,0.817307,0.859462,0.943047,1.06697,1.09568,1.06915,1.09422,1.10348,1.13052,1.14585,1.12602,1.11069,1.13864,1.13864,1.12421,1.04307,0.973657,0.959232,0.948414,0.961937,0.999801,0.962838,0.918663,0.917762,0.901534,0.961035,0.960134,0.982672,0.986278,0.959232,0.990786
592,1.61781,2.02223,1.60844,0.892869,0.70663,0.767953,0.875551,1.52597,1.3684,0.850142,0.732039,0.713444,0.816926,1.04859,0.827288,0.739847,0.739563,0.746518,0.746376,0.818203,0.941133,0.955328,0.951921,0.939429,1.4931,2.03611,1.63185,1.01559,0.746551,0.769793,0.883888,1.45366,1.46563,0.893044,0.752185,0.752185,0.768384,0.991645,0.88741,0.79726,0.759933,0.829658,0.81698,0.765567,0.886001,0.890227,0.856421,0.904313
594,1.21241,1.30719,1.33615,1.33747,1.32562,1.35458,1.34405,1.31378,1.08999,0.801693,0.649647,0.584485,0.589751,0.539069,0.52788,0.52393,0.548942,0.583169,0.541044,0.606864,0.684532,0.796427,0.910954,1.10183,1.37813,1.40752,1.43364,1.48263,1.43691,1.47283,1.4761,1.49569,1.37813,1.07768,0.963383,0.845818,0.773972,0.734784,0.741315,0.767441,0.780503,0.747846,0.809895,0.862146,0.937257,1.00584,1.10544,1.27362
595,1.04072,1.34311,1.40395,1.42873,1.47947,1.54772,1.58972,1.536,1.47576,1.14236,0.731352,0.665472,0.696187,0.747822,0.587574,0.517095,0.529262,0.525404,0.625856,0.849609,0.680904,0.700935,0.746932,0.850202,1.00562,1.33101,1.39248,1.43261,1.49849,1.59346,1.63653,1.58279,1.59015,1.28537,0.859858,0.814215,0.733603,0.746855,0.654464,0.589312,0.563546,0.585999,0.68023,0.878999,0.675077,0.714463,0.823785,0.888937
596,1.0287,0.999285,1.05089,1.0275,1.02412,1.0451,1.04438,1.0398,1.01424,0.98554,0.975412,0.996391,0.976136,0.972277,0.949128,0.936589,0.92622,0.911992,0.94527,0.946475,0.936589,0.993257,0.987952,0.970589,0.990641,1.0367,1.02534,1.0379,1.03611,1.09054,1.08994,1.06602,1.0391,1.04149,1.03132,1.00859,0.951159,0.942186,1.01696,0.987052,0.960132,0.999016,1.02534,0.986454,1.01337,0.968507,0.996025,0.976284
598,1.2101,1.16227,1.16227,1.14553,1.13596,1.15031,1.14553,0.982905,0.729406,0.667227,0.674402,0.652878,0.741364,0.712666,0.672011,0.628964,0.65527,0.710274,0.758104,1.06661,1.20531,1.24836,1.26749,1.25314,1.23994,1.23401,1.21621,1.20435,1.19248,1.17468,1.18655,1.12722,1.08569,1.00263,0.94924,0.925509,0.913644,0.931442,0.878047,0.872114,0.854316,0.895845,1.00263,1.0679,1.07976,1.03823,1.10942,1.07976
601,1.25049,1.28421,1.30497,1.31794,1.31405,1.32702,1.23622,1.20768,0.948243,0.804255,0.699183,0.620055,0.625243,0.598002,0.56687,0.529252,0.544818,0.52536,0.550007,0.644701,0.797769,0.940459,1.09482,1.196,1.24859,1.30973,1.34835,1.34835,1.35479,1.33548,1.37409,1.32582,1.25503,1.1617,1.01368,0.991149,0.917135,0.884955,0.855993,0.820594,0.817376,0.836685,0.872083,0.862429,0.933225,0.994367,1.05229,1.15849
628,1.22776,1.20337,1.20337,1.1993,1.18711,1.16678,1.16271,1.04482,0.691123,0.841544,0.857806,0.776497,0.857806,0.837479,0.80089,0.739908,0.857806,0.951311,0.979769,0.975703,1.02449,1.09767,1.19524,1.18711,1.22033,1.19008,1.21025,1.25059,1.19008,1.15982,1.15982,1.12956,0.998454,0.8976,0.847173,0.827002,0.837088,0.8976,0.796746,0.786661,0.827002,0.8976,0.837088,0.837088,0.857259,0.978284,1.20016,1.09931
631,1.04048,0.991515,0.993963,0.998859,0.991515,0.974377,1.016,0.891139,0.763834,0.976826,1.06986,1.0772,1.09556,1.10046,1.00131,1.03558,1.02579,1.10658,0.967033,0.996411,1.06986,1.05762,1.02579,1.00376,1.16002,1.07499,1.08714,1.1175,1.08714,1.04462,1.0264,1.03247,0.917081,0.923154,1.00211,0.965668,1.0264,1.00211,0.929227,1.00211,0.88064,0.801686,0.89886,0.88064,0.88064,0.947447,1.01425,1.0264
632,1.09859,1.11306,1.11978,1.10834,1.11104,1.10565,1.08883,1.04172,0.862046,0.76245,0.724092,0.746299,0.811575,0.839166,0.831763,0.78533,0.788022,0.806191,0.880216,0.996636,1.06797,1.09623,1.10162,1.11036,1.1085,1.10015,1.10182,1.09681,1.1085,1.1085,1.09848,1.07177,1.03338,0.983293,0.964929,0.941557,0.96159,0.973276,0.96326,0.949905,0.996648,1.00333,1.0484,1.07177,1.06843,1.06176,1.07511,1.11184
633,1.15008,1.37104,1.14986,1.06926,1.02798,1.07263,1.20396,1.24763,1.03026,0.762701,0.718271,0.698174,0.7564,0.951828,0.84374,0.815496,0.818646,0.819515,0.852539,0.851453,1.01614,1.07317,1.06796,1.09696,1.09547,1.37601,1.18333,1.0952,1.0529,1.07607,1.14129,1.27172,1.17497,0.912222,0.840537,0.831105,0.837304,1.00008,0.93405,0.915994,0.904137,0.901981,0.938093,0.926235,1.01921,1.01597,1.04185,1.04858
637,1.16451,1.28147,1.32708,1.36975,1.35504,1.36239,1.34915,1.24175,1.02253,0.907771,0.883495,0.866575,0.930575,0.969564,0.820966,0.723863,0.728276,0.717977,0.635587,0.729748,0.790069,0.850391,0.84892,1.01517,1.13876,1.2738,1.3249,1.40885,1.34315,1.3395,1.28475,1.25556,1.15336,1.07306,1.00371,0.996414,0.941666,1.00006,0.84312,0.744573,0.678876,0.697125,0.656977,0.689825,0.740923,0.784722,0.806621,0.927067
638,1.13305,1.05217,1.06674,1.13961,1.058,1.11483,1.05071,0.979303,0.947243,0.763623,0.837946,0.865634,0.867092,0.904981,0.913725,0.849604,0.845232,0.788397,0.827745,1.03177,1.09734,1.04925,1.0478,1.13232,0.976109,1.08457,0.947187,0.972493,0.954417,0.947187,1.11349,1.10264,0.961648,0.932726,1.01949,0.958032,0.889343,0.954417,1.04118,0.986954,1.10987,1.01226,1.2111,1.09903,1.05564,1.15325,1.11168,1.04118
643,0.95219,1.01537,1.07403,1.07403,1.07494,1.09389,1.10201,1.0623,0.941359,1.12006,1.12232,1.10382,1.14353,1.10111,1.07313,1.07223,1.09389,1.03342,0.984681,0.914282,0.892621,0.843884,0.847494,0.883596,0.926953,0.953821,1.03666,1.03443,1.06129,1.05234,1.07697,1.0501,0.982928,1.04562,1.05905,0.994123,1.0098,1.04338,1.00532,0.969494,0.944865,0.929192,0.86426,0.859782,0.873216,0.862021,0.835153,0.909041
644,1.3128,1.28437,1.28911,1.27773,1.28247,1.28247,1.2673,1.12133,0.781046,0.638865,0.559244,0.563984,0.546922,0.608059,0.620856,0.583889,0.570145,0.599055,0.672989,0.863511,1.04171,1.18579,1.32607,1.35166,1.32622,1.33327,1.26743,1.31211,1.3027,1.31681,1.3027,1.22275,1.02053,0.933526,0.858279,0.837116,0.808899,0.862982,0.865334,0.797142,0.837116,0.834765,0.815953,0.933526,1.06286,1.08402,1.21452,1.21805
647,1.00936,1.01036,1.02442,0.905911,0.93102,1.00835,0.990276,1.01237,1.0415,1.09975,1.08468,1.10577,1.17708,1.07464,1.10979,1.12787,1.14293,1.06058,1.05455,0.943072,0.957133,0.949098,0.973202,1.04752,0.951763,0.949272,0.804763,0.874526,0.867051,0.909407,1.03648,0.976679,0.921865,1.02153,1.04644,0.999102,1.00658,1.04146,0.999102,0.981662,1.13863,0.931831,0.926848,0.909407,1.04146,0.976679,0.971696,0.874526
651,0.959901,0.938899,0.922839,0.973491,0.966078,0.993257,0.97102,0.988315,1.04761,1.1205,1.09209,1.06862,1.12544,1.08221,1.05626,1.04514,1.05256,1.04638,1.05008,0.982138,0.985844,0.969784,0.962372,1.01302,0.925548,0.95313,0.956195,0.928612,0.934742,1.02055,1.0512,0.937807,0.940871,0.999101,0.983778,0.983778,0.962324,0.980713,1.03588,0.965389,1.01749,1.02668,1.01442,1.0083,1.02668,0.980713,0.992972,0.95926
655,0.563353,0.574257,0.563353,0.556084,0.574257,0.566988,0.563353,0.570622,0.894096,2.28249,2.35336,2.33882,1.96992,1.78092,1.95175,1.93721,1.8518,1.78819,1.44655,0.846847,0.643313,0.483393,0.505201,0.530642,0.676233,0.68525,0.676233,0.658201,0.676233,0.631151,0.667217,0.631151,0.802464,1.10902,1.21722,1.21722,0.973776,1.03689,1.10001,1.04591,1.06394,1.00083,0.784431,0.631151,0.631151,0.622135,0.640168,0.68525
656,1.14739,1.16383,1.18849,1.18849,1.18262,1.20258,1.19906,1.17088,0.973577,0.900764,0.832062,0.758662,0.733999,0.737523,0.697593,0.64592,0.636524,0.656489,0.711686,0.866707,0.944217,0.994716,1.0828,1.15326,1.19741,1.20615,1.23529,1.23529,1.24111,1.27608,1.2382,1.21198,1.12749,1.05174,1.01969,0.906071,0.86237,0.850717,0.85363,0.850717,0.879851,0.856543,0.908985,0.97308,0.970167,1.00513,1.11875,1.15371
659,0.86329,0.733446,0.719409,0.719409,0.733446,0.687825,0.698353,0.652732,0.649222,1.43882,2.26,2.35124,2.29509,2.26,2.20034,2.18279,2.12664,2.08804,1.98978,1.21773,0.993135,0.898383,0.852762,0.726427,0.583288,0.565876,0.574582,0.574582,0.565876,0.565876,0.574582,0.548465,0.548465,0.626817,0.766109,0.774815,0.748698,0.792227,0.853167,0.818344,0.792227,0.731286,0.66164,0.548465,0.522347,0.609405,0.72258,0.591994
681,1.19121,1.16363,1.13605,1.15329,1.17053,1.16018,1.15674,1.11191,0.920561,0.827471,0.801612,0.743,0.748172,0.761963,0.713693,0.705074,0.718865,0.710246,0.770582,0.90677,0.97745,1.05503,1.11709,1.12398,1.14613,1.15468,1.16323,1.17606,1.18462,1.14613,1.18034,1.17606,1.10336,1.02211,0.962233,0.872425,0.898084,0.885254,0.833935,0.859595,0.898084,0.902361,0.923744,1.02638,1.07342,1.12474,1.22738,1.21455
682,1.15843,1.76596,1.4196,1.15843,1.06712,0.980918,1.36757,1.80626,1.39053,0.671799,0.646804,0.621809,0.672819,1.34411,1.03856,1.0202,1.01969,1.01152,0.98755,0.621809,0.77943,0.741682,0.67996,0.705465,1.15281,1.80451,1.45145,1.25531,1.1351,1.02374,1.28189,1.66531,1.54003,0.702317,0.630187,0.631452,0.563119,1.02753,0.863027,0.847842,0.850372,0.851638,0.84278,0.516298,0.630187,0.663088,0.695989,0.695989
686,0.973738,0.984718,0.985427,0.979051,0.97055,0.963466,0.9748,0.971967,0.969133,1.23692,1.25215,1.19796,1.14978,1.11932,1.10373,1.1009,1.08177,1.06406,1.00101,0.865702,0.872787,0.888372,0.921668,0.967008,0.975386,0.982416,0.977144,0.964842,0.977144,0.956054,0.970114,0.950782,0.934965,1.0369,1.02987,1.05799,1.01054,1.01757,1.00526,0.999991,1.00702,0.987688,0.966599,0.885756,0.875212,0.906846,0.949024,0.978901
687,1.11706,1.2106,1.28764,1.29865,1.33166,1.38119,1.4142,1.26563,0.913454,0.841919,0.781389,0.770383,0.786891,0.786891,0.797897,0.715356,0.687842,0.64382,0.632815,0.638317,0.693345,0.880438,0.962979,1.08954,1.16034,1.3924,1.3924,1.35145,1.3378,1.3651,1.3651,1.40605,1.11938,0.900967,0.873665,0.846363,0.832712,0.955571,0.846363,0.860014,0.778108,0.6689,0.696202,0.860014,0.860014,0.955571,1.017,1.22859
