zone_id,capacity_points,n_stations,n_neighbours,n_hours,total_volume_kwh,total_volume_11kw_kwh,total_point_hours,mean_utilisation,peak_utilisation,hours_at_ceiling,share_at_ceiling,hours_above_90pct,kwh_per_point,mean_e_price,mean_s_price,mean_total_price
594,38,2,5,4344,137481,137475,19640.1,0.148405,0.447368,0,0,0,3617.91,1.00364,0.793681,1.79732
732,15,1,4,4344,22977.5,22971.1,3279.83,0.147844,0.466667,0,0,0,1531.83,1.1,0.64,1.74
585,12,1,4,4344,51555.6,51537.3,7365.08,0.142706,0.5,0,0,0,4296.3,0.8,0.76,1.56
659,18,1,2,4344,63848.8,63940.3,9121.25,0.140858,1,6,0.00138122,6,3547.15,1.2,0.76,1.96
508,76,8,5,4344,229468,229590,34680.3,0.140637,0.394737,0,0,0,3019.31,0.949012,0.767406,1.71642
408,57,6,1,4344,157571,157700,22510.2,0.139323,0.45614,0,0,0,2764.41,1.09995,0.76,1.85995
711,34,3,4,4344,112274,112326,16039.1,0.136676,0.352941,0,0,0,3302.16,0.906667,0.76,1.66667
1096,70,9,5,4344,234170,219838,30643.6,0.135953,0.3,0,0,0,3345.29,0.968889,0.746667,1.71556
804,47,2,5,4344,1.32029e+06,188449,20564.3,0.134752,0.297872,0,0,0,28091.3,1.01062,0.662941,1.67356
1134,58,8,5,4344,139020,139116,19860,0.132886,0.37931,0,0,0,2396.9,1.0375,0.76,1.7975
214,9,2,3,4344,15080.3,15107.7,2503.83,0.129169,1,5,0.00115101,5,1675.59,1.125,0.76,1.885
656,50,2,2,4344,167222,167347,23888.8,0.129137,0.48,0,0,0,3344.44,1.2,0.76,1.96
737,36,3,6,4344,104867,104991,14981,0.127193,0.416667,0,0,0,2912.97,1.16667,0.76,1.92667
202,57,9,6,4344,163415,163503,23345,0.127185,0.333333,0,0,0,2866.93,1.00667,0.76,1.76667
1143,26,3,2,4344,68824.6,68861,9832.08,0.12577,0.461538,0,0,0,2647.1,0.846667,0.76,1.60667
511,15,2,3,4344,24338.4,24342.4,6090.75,0.125,0.666667,0,0,0,1622.56,0.905,0.66,1.565
686,89,7,3,4344,142162,142302,20308.8,0.124247,0.337079,0,0,0,1597.32,1.01429,0.76,1.77429
1092,24,1,6,4344,44593.2,44603.3,10629.4,0.122899,0.375,0,0,0,1858.05,0.75,0.64,1.39
1107,12,4,6,4344,30306.8,30336.4,5715.17,0.121873,0.5,0,0,0,2525.57,0.96,0.76,1.72
1104,27,3,5,4344,68528.2,68551.6,9991.08,0.119369,0.296296,0,0,0,2538.08,0.973333,0.76,1.73333
324,60,7,8,4344,143434,143527,21835.7,0.118433,0.416667,0,0,0,2390.57,1.07714,0.756036,1.83318
1163,18,2,7,4344,56193.1,56229.5,8027.58,0.115958,0.388889,0,0,0,3121.84,0.7,0.76,1.46
1138,16,3,5,4344,30363.7,30374.3,4337.67,0.115483,0.6875,0,0,0,1897.73,0.88,0.76,1.64
215,52,2,4,4344,126377,126440,18053.9,0.114052,0.442308,0,0,0,2430.33,1,0.7,1.7
1113,55,9,4,4344,100014,100058,15260.8,0.106155,0.236364,0,0,0,1818.43,1.04656,0.747887,1.79444
205,45,3,7,4344,87984.2,88031,12569.2,0.105244,0.244444,0,0,0,1955.2,0.98581,0.760041,1.74585
225,20,4,6,4344,55665.2,55699,7952.17,0.105231,0.55,0,0,0,2783.26,1.09,0.76,1.85
902,70,3,4,4344,173044,173080,24720.5,0.104078,0.342857,0,0,0,2472.05,0.668139,0.62514,1.29328
1130,14,3,3,4344,10424.2,10444.3,1489.17,0.10281,0.285714,0,0,0,744.583,1.05,0.76,1.81
718,15,2,2,4344,31337.3,29597.4,3377.92,0.100652,0.333333,0,0,0,2089.15,0.96,0.76,1.72
901,17,4,4,4344,45557.8,45566.6,6508.25,0.0961908,0.352941,0,0,0,2679.87,1.17498,0.76,1.93498
655,24,2,3,4344,68054,68105,9722,0.0953854,0.458333,0,0,0,2835.58,1.2,0.76,1.96
631,34,3,5,4344,240904,94259.4,12839.9,0.0935773,0.323529,0,0,0,7085.42,1.07792,0.764784,1.84271
893,18,3,1,4344,47254.1,47297.9,6750.58,0.0922537,0.333333,0,0,0,2625.23,1.3,0.76,2.06
115,23,2,5,4344,28324.3,28340.4,4046.33,0.0887031,0.478261,0,0,0,1231.49,1.15,0.76,1.91
1109,56,10,5,4344,104115,104191,15150.6,0.086922,0.214286,0,0,0,1859.2,0.932,0.76,1.692
580,20,2,5,4344,41062,41140,5866,0.0762661,0.3,0,0,0,2053.1,0.8,0.76,1.56
348,33,1,5,4344,65371.2,65390.5,9338.75,0.0692666,0.212121,0,0,0,1980.95,0.7,0.76,1.46
212,27,4,3,4344,46222.2,46234.1,6603.17,0.0687624,0.333333,0,0,0,1711.93,1.06325,0.75925,1.8225
104,19,3,8,4344,32512.1,32532.9,4696.58,0.0629725,0.263158,0,0,0,1711.16,0.923333,0.76,1.68333
1060,40,5,3,4344,61380.1,61425.4,8768.58,0.0596081,0.225,0,0,0,1534.5,1.2,0.76,1.96
1114,45,6,5,4344,75644.5,104847,11191,0.0578908,0.333333,0,0,0,1680.99,1.01498,0.750017,1.765
687,24,2,3,4344,36031.3,36074.2,5147.33,0.0575842,0.25,0,0,0,1501.31,0.96,0.76,1.72
