estimate,budget_points,rule,zone_id,points_added
rated,400,balanced,601,1
rated,400,balanced,628,4
rated,400,balanced,632,1
rated,400,balanced,633,1
rated,400,balanced,638,1
rated,400,balanced,643,1
rated,400,balanced,647,1
rated,400,balanced,651,2
rated,400,balanced,681,1
rated,400,balanced,682,1
rated,400,balanced,690,1
rated,400,balanced,691,1
rated,400,balanced,693,1
rated,400,balanced,698,1
rated,400,balanced,699,1
rated,400,balanced,700,1
rated,400,balanced,701,1
rated,400,balanced,703,1
rated,400,balanced,704,1
rated,400,balanced,705,1
rated,400,balanced,706,1
rated,400,balanced,708,9
rated,400,balanced,709,1
rated,400,balanced,712,1
rated,400,balanced,715,23
rated,400,balanced,716,1
rated,400,balanced,719,3
rated,400,balanced,724,1
rated,400,balanced,729,1
rated,400,balanced,733,1
rated,400,balanced,741,1
rated,400,balanced,744,1
rated,400,balanced,745,1
rated,400,balanced,746,1
rated,400,balanced,751,1
rated,400,balanced,771,1
rated,400,balanced,773,1
rated,400,balanced,775,34
rated,400,balanced,777,1
rated,400,balanced,781,1
rated,400,balanced,783,1
rated,400,balanced,790,1
rated,400,balanced,792,2
rated,400,balanced,795,1
rated,400,balanced,799,1
rated,400,balanced,802,1
rated,400,balanced,805,1
rated,400,balanced,809,1
rated,400,balanced,832,1
rated,400,balanced,842,1
rated,400,balanced,844,50
rated,400,balanced,848,1
rated,400,balanced,849,1
rated,400,balanced,851,1
rated,400,balanced,852,1
rated,400,balanced,855,1
rated,400,balanced,858,1
rated,400,balanced,881,1
rated,400,balanced,882,9
rated,400,balanced,883,1
rated,400,balanced,887,1
rated,400,balanced,888,1
rated,400,balanced,890,1
rated,400,balanced,891,1
rated,400,balanced,895,1
rated,400,balanced,897,1
rated,400,balanced,900,1
rated,400,balanced,903,1
rated,400,balanced,904,1
rated,400,balanced,943,1
rated,400,balanced,958,1
rated,400,balanced,965,1
rated,400,balanced,966,1
rated,400,balanced,967,1
rated,400,balanced,969,1
rated,400,balanced,972,1
rated,400,balanced,974,1
rated,400,balanced,975,1
rated,400,balanced,981,1
rated,400,balanced,982,1
rated,400,balanced,983,1
rated,400,balanced,986,1
rated,400,balanced,987,1
rated,400,balanced,989,1
rated,400,balanced,991,1
rated,400,balanced,996,1
rated,400,balanced,998,1
rated,400,balanced,1000,1
rated,400,balanced,1009,1
rated,400,balanced,1011,1
rated,400,balanced,1026,2
rated,400,balanced,1029,41
rated,400,balanced,1031,1
rated,400,balanced,1043,1
rated,400,balanced,1049,1
rated,400,balanced,1066,1
rated,400,balanced,1067,1
rated,400,balanced,1068,1
rated,400,balanced,1071,1
rated,400,balanced,1072,1
rated,400,balanced,1075,1
rated,400,balanced,1082,1
rated,400,balanced,1083,1
rated,400,balanced,1085,1
rated,400,balanced,1094,1
rated,400,balanced,1095,1
rated,400,balanced,1098,1
rated,400,balanced,1099,1
rated,400,balanced,1100,1
rated,400,balanced,1110,1
rated,400,balanced,1111,1
rated,400,balanced,1112,1
rated,400,balanced,1115,1
rated,400,balanced,1121,1
rated,400,balanced,1124,1
rated,400,balanced,1126,1
rated,400,balanced,1137,1
rated,400,balanced,1144,1
rated,400,balanced,1149,1
rated,400,balanced,1156,1
rated,400,balanced,1159,1
rated,400,balanced,1162,1
rated,400,balanced,1164,1
rated,400,balanced,1166,1
rated,400,balanced,1167,1
rated,400,balanced,1168,1
rated,400,balanced,1172,1
rated,400,balanced,1173,1
rated,800,by_utilisation,102,5
rated,800,by_utilisation,104,1
rated,800,by_utilisation,105,2
rated,800,by_utilisation,106,5
rated,800,by_utilisation,107,2
rated,800,by_utilisation,108,4
rated,800,by_utilisation,109,2
rated,800,by_utilisation,110,2
rated,800,by_utilisation,111,2
rated,800,by_utilisation,115,1
rated,800,by_utilisation,123,2
rated,800,by_utilisation,124,2
rated,800,by_utilisation,202,1
rated,800,by_utilisation,204,2
rated,800,by_utilisation,205,1
rated,800,by_utilisation,206,2
rated,800,by_utilisation,208,3
rated,800,by_utilisation,212,1
rated,800,by_utilisation,213,2
rated,800,by_utilisation,214,1
rated,800,by_utilisation,215,1
rated,800,by_utilisation,216,3
rated,800,by_utilisation,217,3
rated,800,by_utilisation,223,3
rated,800,by_utilisation,224,2
rated,800,by_utilisation,225,1
rated,800,by_utilisation,226,2
rated,800,by_utilisation,227,4
rated,800,by_utilisation,235,4
rated,800,by_utilisation,307,3
rated,800,by_utilisation,309,2
rated,800,by_utilisation,310,2
rated,800,by_utilisation,311,3
rated,800,by_utilisation,316,5
rated,800,by_utilisation,320,2
rated,800,by_utilisation,321,2
rated,800,by_utilisation,322,2
rated,800,by_utilisation,323,3
rated,800,by_utilisation,324,1
rated,800,by_utilisation,325,2
rated,800,by_utilisation,326,2
rated,800,by_utilisation,328,3
rated,800,by_utilisation,329,3
rated,800,by_utilisation,330,3
rated,800,by_utilisation,331,5
rated,800,by_utilisation,332,2
rated,800,by_utilisation,333,4
rated,800,by_utilisation,335,3
rated,800,by_utilisation,340,4
rated,800,by_utilisation,343,2
rated,800,by_utilisation,346,4
rated,800,by_utilisation,347,2
rated,800,by_utilisation,348,1
rated,800,by_utilisation,406,2
rated,800,by_utilisation,408,1
rated,800,by_utilisation,501,5
rated,800,by_utilisation,502,2
rated,800,by_utilisation,506,3
rated,800,by_utilisation,508,2
rated,800,by_utilisation,511,1
rated,800,by_utilisation,512,3
rated,800,by_utilisation,513,4
rated,800,by_utilisation,516,4
rated,800,by_utilisation,519,4
rated,800,by_utilisation,520,3
rated,800,by_utilisation,522,5
rated,800,by_utilisation,525,3
rated,800,by_utilisation,526,4
rated,800,by_utilisation,527,3
rated,800,by_utilisation,528,5
rated,800,by_utilisation,529,3
rated,800,by_utilisation,552,4
rated,800,by_utilisation,553,2
rated,800,by_utilisation,558,4
rated,800,by_utilisation,559,4
rated,800,by_utilisation,568,6
rated,800,by_utilisation,570,6
rated,800,by_utilisation,575,5
rated,800,by_utilisation,576,4
rated,800,by_utilisation,577,2
rated,800,by_utilisation,578,2
rated,800,by_utilisation,580,1
rated,800,by_utilisation,582,5
rated,800,by_utilisation,584,2
rated,800,by_utilisation,585,2
rated,800,by_utilisation,587,2
rated,800,by_utilisation,588,4
rated,800,by_utilisation,589,2
rated,800,by_utilisation,592,3
rated,800,by_utilisation,594,2
rated,800,by_utilisation,595,4
rated,800,by_utilisation,596,6
rated,800,by_utilisation,598,3
rated,800,by_utilisation,601,5
rated,800,by_utilisation,628,3
rated,800,by_utilisation,631,1
rated,800,by_utilisation,632,4
rated,800,by_utilisation,633,6
rated,800,by_utilisation,637,2
rated,800,by_utilisation,638,3
rated,800,by_utilisation,643,3
rated,800,by_utilisation,644,2
rated,800,by_utilisation,647,4
rated,800,by_utilisation,651,8
rated,800,by_utilisation,655,1
rated,800,by_utilisation,656,1
rated,800,by_utilisation,659,2
rated,800,by_utilisation,681,3
rated,800,by_utilisation,682,3
rated,800,by_utilisation,686,1
rated,800,by_utilisation,687,1
rated,800,by_utilisation,690,4
rated,800,by_utilisation,691,5
rated,800,by_utilisation,693,4
rated,800,by_utilisation,698,4
rated,800,by_utilisation,699,3
rated,800,by_utilisation,700,3
rated,800,by_utilisation,701,4
rated,800,by_utilisation,703,4
rated,800,by_utilisation,704,4
rated,800,by_utilisation,705,2
rated,800,by_utilisation,706,3
rated,800,by_utilisation,708,3
rated,800,by_utilisation,709,3
rated,800,by_utilisation,710,2
rated,800,by_utilisation,711,1
rated,800,by_utilisation,712,2
rated,800,by_utilisation,715,6
rated,800,by_utilisation,716,3
rated,800,by_utilisation,718,1
rated,800,by_utilisation,719,6
rated,800,by_utilisation,724,3
rated,800,by_utilisation,728,2
rated,800,by_utilisation,729,3
rated,800,by_utilisation,731,2
rated,800,by_utilisation,732,2
rated,800,by_utilisation,733,4
rated,800,by_utilisation,737,1
rated,800,by_utilisation,741,2
rated,800,by_utilisation,744,4
rated,800,by_utilisation,745,4
rated,800,by_utilisation,746,4
rated,800,by_utilisation,751,3
rated,800,by_utilisation,771,5
rated,800,by_utilisation,773,4
rated,800,by_utilisation,775,5
rated,800,by_utilisation,777,3
rated,800,by_utilisation,781,3
rated,800,by_utilisation,783,2
rated,800,by_utilisation,790,5
rated,800,by_utilisation,792,4
rated,800,by_utilisation,795,4
rated,800,by_utilisation,799,3
rated,800,by_utilisation,802,3
rated,800,by_utilisation,804,1
rated,800,by_utilisation,805,3
rated,800,by_utilisation,809,5
rated,800,by_utilisation,832,5
rated,800,by_utilisation,842,4
rated,800,by_utilisation,844,4
rated,800,by_utilisation,848,4
rated,800,by_utilisation,849,3
rated,800,by_utilisation,851,5
rated,800,by_utilisation,852,3
rated,800,by_utilisation,855,3
rated,800,by_utilisation,858,4
rated,800,by_utilisation,862,2
rated,800,by_utilisation,881,5
rated,800,by_utilisation,882,8
rated,800,by_utilisation,883,4
rated,800,by_utilisation,887,3
rated,800,by_utilisation,888,4
rated,800,by_utilisation,890,6
rated,800,by_utilisation,891,3
rated,800,by_utilisation,893,1
rated,800,by_utilisation,895,2
rated,800,by_utilisation,897,2
rated,800,by_utilisation,900,3
rated,800,by_utilisation,901,1
rated,800,by_utilisation,902,1
rated,800,by_utilisation,903,2
rated,800,by_utilisation,904,2
rated,800,by_utilisation,937,2
rated,800,by_utilisation,943,4
rated,800,by_utilisation,958,3
rated,800,by_utilisation,965,4
rated,800,by_utilisation,966,3
rated,800,by_utilisation,967,3
rated,800,by_utilisation,969,3
rated,800,by_utilisation,972,4
rated,800,by_utilisation,974,4
rated,800,by_utilisation,975,3
rated,800,by_utilisation,977,2
rated,800,by_utilisation,979,2
rated,800,by_utilisation,981,4
rated,800,by_utilisation,982,4
rated,800,by_utilisation,983,3
rated,800,by_utilisation,984,2
rated,800,by_utilisation,986,4
rated,800,by_utilisation,987,3
rated,800,by_utilisation,988,2
rated,800,by_utilisation,989,2
rated,800,by_utilisation,991,4
rated,800,by_utilisation,996,4
rated,800,by_utilisation,998,2
rated,800,by_utilisation,1000,3
rated,800,by_utilisation,1009,3
rated,800,by_utilisation,1011,3
rated,800,by_utilisation,1015,2
rated,800,by_utilisation,1026,4
rated,800,by_utilisation,1029,9
rated,800,by_utilisation,1031,3
rated,800,by_utilisation,1043,3
rated,800,by_utilisation,1049,4
rated,800,by_utilisation,1060,1
rated,800,by_utilisation,1061,2
rated,800,by_utilisation,1062,2
rated,800,by_utilisation,1066,2
rated,800,by_utilisation,1067,4
rated,800,by_utilisation,1068,3
rated,800,by_utilisation,1071,4
rated,800,by_utilisation,1072,2
rated,800,by_utilisation,1074,2
rated,800,by_utilisation,1075,3
rated,800,by_utilisation,1076,2
rated,800,by_utilisation,1081,2
rated,800,by_utilisation,1082,3
rated,800,by_utilisation,1083,4
rated,800,by_utilisation,1085,3
rated,800,by_utilisation,1087,2
rated,800,by_utilisation,1088,2
rated,800,by_utilisation,1090,2
rated,800,by_utilisation,1092,1
rated,800,by_utilisation,1094,3
rated,800,by_utilisation,1095,3
rated,800,by_utilisation,1096,1
rated,800,by_utilisation,1098,5
rated,800,by_utilisation,1099,2
rated,800,by_utilisation,1100,3
rated,800,by_utilisation,1102,2
rated,800,by_utilisation,1104,1
rated,800,by_utilisation,1106,2
rated,800,by_utilisation,1107,1
rated,800,by_utilisation,1109,1
rated,800,by_utilisation,1110,2
rated,800,by_utilisation,1111,3
rated,800,by_utilisation,1112,2
rated,800,by_utilisation,1113,1
rated,800,by_utilisation,1114,1
rated,800,by_utilisation,1115,3
rated,800,by_utilisation,1119,2
rated,800,by_utilisation,1120,2
rated,800,by_utilisation,1121,3
rated,800,by_utilisation,1124,5
rated,800,by_utilisation,1125,2
rated,800,by_utilisation,1126,3
rated,800,by_utilisation,1130,1
rated,800,by_utilisation,1134,1
rated,800,by_utilisation,1135,2
rated,800,by_utilisation,1137,3
rated,800,by_utilisation,1138,1
rated,800,by_utilisation,1143,1
rated,800,by_utilisation,1144,2
rated,800,by_utilisation,1149,3
rated,800,by_utilisation,1154,2
rated,800,by_utilisation,1156,2
rated,800,by_utilisation,1159,3
rated,800,by_utilisation,1162,3
rated,800,by_utilisation,1163,1
rated,800,by_utilisation,1164,4
rated,800,by_utilisation,1166,3
rated,800,by_utilisation,1167,4
rated,800,by_utilisation,1168,2
rated,800,by_utilisation,1172,4
rated,800,by_utilisation,1173,3
rated,800,by_marginal_energy,102,1
rated,800,by_marginal_energy,316,4
rated,800,by_marginal_energy,323,1
rated,800,by_marginal_energy,558,2
rated,800,by_marginal_energy,559,23
rated,800,by_marginal_energy,568,22
rated,800,by_marginal_energy,570,23
rated,800,by_marginal_energy,575,25
rated,800,by_marginal_energy,595,20
rated,800,by_marginal_energy,596,58
rated,800,by_marginal_energy,601,7
rated,800,by_marginal_energy,628,6
rated,800,by_marginal_energy,633,2
rated,800,by_marginal_energy,647,14
rated,800,by_marginal_energy,651,9
rated,800,by_marginal_energy,682,45
rated,800,by_marginal_energy,690,69
rated,800,by_marginal_energy,691,1
rated,800,by_marginal_energy,708,32
rated,800,by_marginal_energy,715,26
rated,800,by_marginal_energy,719,7
rated,800,by_marginal_energy,771,3
rated,800,by_marginal_energy,775,40
rated,800,by_marginal_energy,792,5
rated,800,by_marginal_energy,805,8
rated,800,by_marginal_energy,844,79
rated,800,by_marginal_energy,848,1
rated,800,by_marginal_energy,881,66
rated,800,by_marginal_energy,882,19
rated,800,by_marginal_energy,895,50
rated,800,by_marginal_energy,943,4
rated,800,by_marginal_energy,1026,77
rated,800,by_marginal_energy,1029,49
rated,800,by_marginal_energy,1098,2
rated,800,balanced,102,3
rated,800,balanced,105,1
rated,800,balanced,106,3
rated,800,balanced,107,1
rated,800,balanced,108,2
rated,800,balanced,109,1
rated,800,balanced,110,1
rated,800,balanced,111,1
rated,800,balanced,123,1
rated,800,balanced,124,1
rated,800,balanced,202,1
rated,800,balanced,204,1
rated,800,balanced,205,1
rated,800,balanced,206,1
rated,800,balanced,208,2
rated,800,balanced,213,1
rated,800,balanced,214,1
rated,800,balanced,215,1
rated,800,balanced,216,1
rated,800,balanced,217,1
rated,800,balanced,223,1
rated,800,balanced,224,1
rated,800,balanced,225,1
rated,800,balanced,226,1
rated,800,balanced,227,2
rated,800,balanced,235,2
rated,800,balanced,307,1
rated,800,balanced,309,1
rated,800,balanced,310,1
rated,800,balanced,311,1
rated,800,balanced,316,6
rated,800,balanced,320,1
rated,800,balanced,321,1
rated,800,balanced,322,1
rated,800,balanced,323,1
rated,800,balanced,324,1
rated,800,balanced,325,1
rated,800,balanced,326,1
rated,800,balanced,328,2
rated,800,balanced,329,1
rated,800,balanced,330,2
rated,800,balanced,331,3
rated,800,balanced,332,1
rated,800,balanced,333,2
rated,800,balanced,335,2
rated,800,balanced,340,2
rated,800,balanced,343,1
rated,800,balanced,346,2
rated,800,balanced,347,1
rated,800,balanced,406,1
rated,800,balanced,408,1
rated,800,balanced,501,2
rated,800,balanced,502,1
rated,800,balanced,506,1
rated,800,balanced,508,1
rated,800,balanced,511,1
rated,800,balanced,512,1
rated,800,balanced,513,2
rated,800,balanced,516,2
rated,800,balanced,519,2
rated,800,balanced,520,2
rated,800,balanced,522,3
rated,800,balanced,525,1
rated,800,balanced,526,2
rated,800,balanced,527,1
rated,800,balanced,528,3
rated,800,balanced,529,1
rated,800,balanced,552,2
rated,800,balanced,553,1
rated,800,balanced,558,2
rated,800,balanced,559,17
rated,800,balanced,568,15
rated,800,balanced,570,20
rated,800,balanced,575,26
rated,800,balanced,576,2
rated,800,balanced,577,1
rated,800,balanced,578,1
rated,800,balanced,582,2
rated,800,balanced,584,1
rated,800,balanced,585,1
rated,800,balanced,587,1
rated,800,balanced,588,2
rated,800,balanced,589,1
rated,800,balanced,592,2
rated,800,balanced,594,1
rated,800,balanced,595,2
rated,800,balanced,596,43
rated,800,balanced,598,1
rated,800,balanced,601,5
rated,800,balanced,628,7
rated,800,balanced,632,2
rated,800,balanced,633,3
rated,800,balanced,637,1
rated,800,balanced,638,1
rated,800,balanced,643,1
rated,800,balanced,644,1
rated,800,balanced,647,5
rated,800,balanced,651,8
rated,800,balanced,655,1
rated,800,balanced,656,1
rated,800,balanced,659,1
rated,800,balanced,681,1
rated,800,balanced,682,2
rated,800,balanced,686,1
rated,800,balanced,690,10
rated,800,balanced,691,3
rated,800,balanced,693,2
rated,800,balanced,698,2
rated,800,balanced,699,1
rated,800,balanced,700,1
rated,800,balanced,701,2
rated,800,balanced,703,2
rated,800,balanced,704,2
rated,800,balanced,705,1
rated,800,balanced,706,2
rated,800,balanced,708,17
rated,800,balanced,709,1
rated,800,balanced,710,1
rated,800,balanced,711,1
rated,800,balanced,712,1
rated,800,balanced,715,27
rated,800,balanced,716,2
rated,800,balanced,718,1
rated,800,balanced,719,8
rated,800,balanced,724,1
rated,800,balanced,728,1
rated,800,balanced,729,2
rated,800,balanced,731,1
rated,800,balanced,732,1
rated,800,balanced,733,2
rated,800,balanced,737,1
rated,800,balanced,741,1
rated,800,balanced,744,2
rated,800,balanced,745,2
rated,800,balanced,746,2
rated,800,balanced,751,1
rated,800,balanced,771,3
rated,800,balanced,773,2
rated,800,balanced,775,40
rated,800,balanced,777,1
rated,800,balanced,781,2
rated,800,balanced,783,1
rated,800,balanced,790,2
rated,800,balanced,792,5
rated,800,balanced,795,2
rated,800,balanced,799,2
rated,800,balanced,802,2
rated,800,balanced,804,1
rated,800,balanced,805,5
rated,800,balanced,809,3
rated,800,balanced,832,2
rated,800,balanced,842,2
rated,800,balanced,844,73
rated,800,balanced,848,2
rated,800,balanced,849,1
rated,800,balanced,851,2
rated,800,balanced,852,2
rated,800,balanced,855,1
rated,800,balanced,858,2
rated,800,balanced,862,1
rated,800,balanced,881,2
rated,800,balanced,882,18
rated,800,balanced,883,2
rated,800,balanced,887,1
rated,800,balanced,888,2
rated,800,balanced,890,3
rated,800,balanced,891,2
rated,800,balanced,895,37
rated,800,balanced,897,1
rated,800,balanced,900,2
rated,800,balanced,901,1
rated,800,balanced,902,1
rated,800,balanced,903,1
rated,800,balanced,904,1
rated,800,balanced,937,1
rated,800,balanced,943,3
rated,800,balanced,958,1
rated,800,balanced,965,2
rated,800,balanced,966,1
rated,800,balanced,967,1
rated,800,balanced,969,1
rated,800,balanced,972,2
rated,800,balanced,974,2
rated,800,balanced,975,1
rated,800,balanced,977,1
rated,800,balanced,979,1
rated,800,balanced,981,2
rated,800,balanced,982,2
rated,800,balanced,983,2
rated,800,balanced,984,1
rated,800,balanced,986,2
rated,800,balanced,987,1
rated,800,balanced,988,1
rated,800,balanced,989,1
rated,800,balanced,991,2
rated,800,balanced,996,2
rated,800,balanced,998,1
rated,800,balanced,1000,1
rated,800,balanced,1009,1
rated,800,balanced,1011,1
rated,800,balanced,1015,1
rated,800,balanced,1026,16
rated,800,balanced,1029,49
rated,800,balanced,1031,1
rated,800,balanced,1043,2
rated,800,balanced,1049,2
rated,800,balanced,1061,1
rated,800,balanced,1062,1
rated,800,balanced,1066,1
rated,800,balanced,1067,2
rated,800,balanced,1068,2
rated,800,balanced,1071,2
rated,800,balanced,1072,1
rated,800,balanced,1074,1
rated,800,balanced,1075,2
rated,800,balanced,1076,1
rated,800,balanced,1081,1
rated,800,balanced,1082,1
rated,800,balanced,1083,2
rated,800,balanced,1085,1
rated,800,balanced,1087,1
rated,800,balanced,1088,1
rated,800,balanced,1090,1
rated,800,balanced,1092,1
rated,800,balanced,1094,1
rated,800,balanced,1095,1
rated,800,balanced,1096,1
rated,800,balanced,1098,2
rated,800,balanced,1099,1
rated,800,balanced,1100,1
rated,800,balanced,1102,1
rated,800,balanced,1104,1
rated,800,balanced,1106,1
rated,800,balanced,1107,1
rated,800,balanced,1110,1
rated,800,balanced,1111,1
rated,800,balanced,1112,1
rated,800,balanced,1113,1
rated,800,balanced,1115,1
rated,800,balanced,1119,1
rated,800,balanced,1120,1
rated,800,balanced,1121,2
rated,800,balanced,1124,2
rated,800,balanced,1125,1
rated,800,balanced,1126,1
rated,800,balanced,1130,1
rated,800,balanced,1134,1
rated,800,balanced,1135,1
rated,800,balanced,1137,2
rated,800,balanced,1138,1
rated,800,balanced,1143,1
rated,800,balanced,1144,1
rated,800,balanced,1149,2
rated,800,balanced,1154,1
rated,800,balanced,1156,1
rated,800,balanced,1159,1
rated,800,balanced,1162,1
rated,800,balanced,1163,1
rated,800,balanced,1164,2
rated,800,balanced,1166,2
rated,800,balanced,1167,2
rated,800,balanced,1168,1
rated,800,balanced,1172,2
rated,800,balanced,1173,1
11kw,50,by_utilisation,102,1
11kw,50,by_utilisation,106,1
11kw,50,by_utilisation,316,1
11kw,50,by_utilisation,331,1
11kw,50,by_utilisation,346,1
11kw,50,by_utilisation,501,1
11kw,50,by_utilisation,519,1
11kw,50,by_utilisation,522,1
11kw,50,by_utilisation,526,1
11kw,50,by_utilisation,528,1
11kw,50,by_utilisation,559,1
11kw,50,by_utilisation,568,1
11kw,50,by_utilisation,570,1
11kw,50,by_utilisation,575,1
11kw,50,by_utilisation,582,1
11kw,50,by_utilisation,588,1
11kw,50,by_utilisation,596,1
11kw,50,by_utilisation,601,1
11kw,50,by_utilisation,633,1
11kw,50,by_utilisation,647,1
11kw,50,by_utilisation,651,1
11kw,50,by_utilisation,691,1
11kw,50,by_utilisation,698,1
11kw,50,by_utilisation,715,1
11kw,50,by_utilisation,719,1
11kw,50,by_utilisation,733,1
11kw,50,by_utilisation,744,1
11kw,50,by_utilisation,771,1
11kw,50,by_utilisation,775,1
11kw,50,by_utilisation,790,1
11kw,50,by_utilisation,792,1
11kw,50,by_utilisation,795,1
11kw,50,by_utilisation,809,1
11kw,50,by_utilisation,832,1
11kw,50,by_utilisation,851,1
11kw,50,by_utilisation,858,1
11kw,50,by_utilisation,881,1
11kw,50,by_utilisation,882,1
11kw,50,by_utilisation,888,1
11kw,50,by_utilisation,890,1
11kw,50,by_utilisation,943,1
11kw,50,by_utilisation,965,1
11kw,50,by_utilisation,974,1
11kw,50,by_utilisation,981,1
11kw,50,by_utilisation,986,1
11kw,50,by_utilisation,996,1
11kw,50,by_utilisation,1029,1
11kw,50,by_utilisation,1071,1
11kw,50,by_utilisation,1098,1
11kw,50,by_utilisation,1124,1
11kw,50,by_marginal_energy,316,1
11kw,50,by_marginal_energy,568,2
11kw,50,by_marginal_energy,570,10
11kw,50,by_marginal_energy,575,1
11kw,50,by_marginal_energy,596,5
11kw,50,by_marginal_energy,715,1
11kw,50,by_marginal_energy,719,2
11kw,50,by_marginal_energy,792,1
11kw,50,by_marginal_energy,882,12
11kw,50,by_marginal_energy,1029,15
11kw,50,balanced,102,1
11kw,50,balanced,106,1
11kw,50,balanced,316,1
11kw,50,balanced,331,1
11kw,50,balanced,501,1
11kw,50,balanced,522,1
11kw,50,balanced,528,1
11kw,50,balanced,568,1
11kw,50,balanced,570,7
11kw,50,balanced,575,1
11kw,50,balanced,596,1
11kw,50,balanced,601,1
11kw,50,balanced,633,1
11kw,50,balanced,651,1
11kw,50,balanced,691,1
11kw,50,balanced,715,1
11kw,50,balanced,719,1
11kw,50,balanced,771,1
11kw,50,balanced,775,1
11kw,50,balanced,809,1
11kw,50,balanced,851,1
11kw,50,balanced,881,1
11kw,50,balanced,882,9
11kw,50,balanced,890,1
11kw,50,balanced,1029,12
11kw,100,by_utilisation,102,1
11kw,100,by_utilisation,106,1
11kw,100,by_utilisation,108,1
11kw,100,by_utilisation,208,1
11kw,100,by_utilisation,227,1
11kw,100,by_utilisation,235,1
11kw,100,by_utilisation,316,1
11kw,100,by_utilisation,328,1
11kw,100,by_utilisation,330,1
11kw,100,by_utilisation,331,1
11kw,100,by_utilisation,333,1
11kw,100,by_utilisation,335,1
11kw,100,by_utilisation,340,1
11kw,100,by_utilisation,346,1
11kw,100,by_utilisation,501,1
11kw,100,by_utilisation,513,1
11kw,100,by_utilisation,516,1
11kw,100,by_utilisation,519,1
11kw,100,by_utilisation,520,1
11kw,100,by_utilisation,522,1
11kw,100,by_utilisation,526,1
11kw,100,by_utilisation,528,1
11kw,100,by_utilisation,552,1
11kw,100,by_utilisation,558,1
11kw,100,by_utilisation,559,1
11kw,100,by_utilisation,568,1
11kw,100,by_utilisation,570,1
11kw,100,by_utilisation,575,1
11kw,100,by_utilisation,576,1
11kw,100,by_utilisation,582,1
11kw,100,by_utilisation,588,1
11kw,100,by_utilisation,592,1
11kw,100,by_utilisation,595,1
11kw,100,by_utilisation,596,1
11kw,100,by_utilisation,601,1
11kw,100,by_utilisation,628,1
11kw,100,by_utilisation,632,1
11kw,100,by_utilisation,633,1
11kw,100,by_utilisation,647,1
11kw,100,by_utilisation,651,1
11kw,100,by_utilisation,682,1
11kw,100,by_utilisation,690,1
11kw,100,by_utilisation,691,1
11kw,100,by_utilisation,693,1
11kw,100,by_utilisation,698,1
11kw,100,by_utilisation,701,1
11kw,100,by_utilisation,703,1
11kw,100,by_utilisation,704,1
11kw,100,by_utilisation,706,1
11kw,100,by_utilisation,708,1
11kw,100,by_utilisation,715,1
11kw,100,by_utilisation,716,1
11kw,100,by_utilisation,719,1
11kw,100,by_utilisation,733,1
11kw,100,by_utilisation,744,1
11kw,100,by_utilisation,745,1
11kw,100,by_utilisation,746,1
11kw,100,by_utilisation,771,1
11kw,100,by_utilisation,773,1
11kw,100,by_utilisation,775,1
11kw,100,by_utilisation,790,1
11kw,100,by_utilisation,792,1
11kw,100,by_utilisation,795,1
11kw,100,by_utilisation,799,1
11kw,100,by_utilisation,802,1
11kw,100,by_utilisation,805,1
11kw,100,by_utilisation,809,1
11kw,100,by_utilisation,832,1
11kw,100,by_utilisation,842,1
11kw,100,by_utilisation,844,1
11kw,100,by_utilisation,848,1
11kw,100,by_utilisation,851,1
11kw,100,by_utilisation,858,1
11kw,100,by_utilisation,881,1
11kw,100,by_utilisation,882,1
11kw,100,by_utilisation,883,1
11kw,100,by_utilisation,888,1
11kw,100,by_utilisation,890,1
11kw,100,by_utilisation,900,1
11kw,100,by_utilisation,943,1
11kw,100,by_utilisation,965,1
11kw,100,by_utilisation,972,1
11kw,100,by_utilisation,974,1
11kw,100,by_utilisation,981,1
11kw,100,by_utilisation,982,1
11kw,100,by_utilisation,986,1
11kw,100,by_utilisation,991,1
11kw,100,by_utilisation,996,1
11kw,100,by_utilisation,1026,1
11kw,100,by_utilisation,1029,1
11kw,100,by_utilisation,1049,1
11kw,100,by_utilisation,1067,1
11kw,100,by_utilisation,1071,1
11kw,100,by_utilisation,1075,1
11kw,100,by_utilisation,1083,1
11kw,100,by_utilisation,1098,1
11kw,100,by_utilisation,1124,1
11kw,100,by_utilisation,1164,1
11kw,100,by_utilisation,1167,1
11kw,100,by_utilisation,1172,1
11kw,100,by_marginal_energy,316,2
11kw,100,by_marginal_energy,568,5
11kw,100,by_marginal_energy,570,14
11kw,100,by_marginal_energy,575,4
11kw,100,by_marginal_energy,596,26
11kw,100,by_marginal_energy,647,1
11kw,100,by_marginal_energy,651,1
11kw,100,by_marginal_energy,715,4
11kw,100,by_marginal_energy,719,4
11kw,100,by_marginal_energy,775,3
11kw,100,by_marginal_energy,792,2
11kw,100,by_marginal_energy,805,1
11kw,100,by_marginal_energy,882,15
11kw,100,by_marginal_energy,1029,18
11kw,100,balanced,102,1
11kw,100,balanced,106,1
11kw,100,balanced,316,2
11kw,100,balanced,331,1
11kw,100,balanced,346,1
11kw,100,balanced,501,1
11kw,100,balanced,519,1
11kw,100,balanced,522,1
11kw,100,balanced,526,1
11kw,100,balanced,528,1
11kw,100,balanced,559,1
11kw,100,balanced,568,3
11kw,100,balanced,570,11
11kw,100,balanced,575,2
11kw,100,balanced,582,1
11kw,100,balanced,588,1
11kw,100,balanced,596,6
11kw,100,balanced,601,1
11kw,100,balanced,633,1
11kw,100,balanced,647,1
11kw,100,balanced,651,1
11kw,100,balanced,691,1
