zone_id,obs_date,day_of_week,is_weekend,is_holiday,n_hours,volume_kwh,volume_11kw_kwh,point_hours,mean_occupancy,peak_occupancy,mean_utilisation,peak_utilisation,hours_at_ceiling,mean_total_price
582,2022-11-19,5,1,0,24,1768.42,449.5,48.8333,15.1667,19,0.399123,0.5,0,1.78417
582,2022-11-20,6,1,0,24,1797,449.5,48.5,15.125,19,0.398026,0.5,0,1.78417
582,2022-11-21,0,0,0,24,1728.33,393.083,40.5833,14.7083,19,0.387061,0.5,0,1.78417
582,2022-11-22,1,0,0,24,2589.33,711,79.6667,16.375,19,0.430921,0.5,0,1.78417
582,2022-11-23,2,0,0,24,2163.08,525.667,56,15.625,20,0.411184,0.526316,0,1.78417
582,2022-11-24,3,0,0,24,1859.25,413.75,42.25,14.7083,18,0.387061,0.473684,0,1.78417
582,2022-11-25,4,0,0,24,2916.75,707.667,75.3333,16.1667,20,0.425439,0.526316,0,1.78312
582,2022-11-26,5,1,0,24,2541.08,903.667,110,17.75,21,0.467105,0.552632,0,1.78417
582,2022-11-27,6,1,0,24,2476,728.333,83.6667,16.5833,19,0.436404,0.5,0,1.78417
582,2022-11-28,0,0,0,24,2132.75,581.083,64.9167,15.7917,18,0.41557,0.473684,0,1.78417
582,2022-11-29,1,0,0,24,1760.58,351.833,33.8333,14.5417,17,0.382675,0.447368,0,1.78417
582,2022-11-30,2,0,0,24,1194.67,280,29.3333,14.375,17,0.378289,0.447368,0,1.78417
582,2022-12-01,3,0,0,24,2030.17,441.75,44.5833,15,18,0.394737,0.473684,0,1.78417
582,2022-12-02,4,0,0,24,2316.75,683.417,78.5833,16.5,20,0.434211,0.526316,0,1.78521
582,2022-12-03,5,1,0,24,2087.58,589,66.6667,16.9167,20,0.445175,0.526316,0,1.78417
582,2022-12-04,6,1,0,24,1480.17,398.083,44.25,16.1667,21,0.425439,0.552632,0,1.78417
582,2022-12-05,0,0,0,24,2270.17,485.75,48.5833,16.0833,20,0.423246,0.526316,0,1.78417
582,2022-12-06,1,0,0,24,2137.17,581.417,64.9167,16.7917,20,0.441886,0.526316,0,1.78417
582,2022-12-07,2,0,0,24,3061.42,709.417,73.9167,17.0833,20,0.449561,0.526316,0,1.78417
582,2022-12-08,3,0,0,24,2524.08,580.417,60.25,16.4583,19,0.433114,0.5,0,1.78667
582,2022-12-09,4,0,0,24,2630.67,712.5,78,18.25,34,0.480263,0.894737,0,1.78208
582,2022-12-10,5,1,0,24,2551.33,709.75,79.9167,17.375,21,0.457237,0.552632,0,1.78521
582,2022-12-11,6,1,0,24,2380,436.333,39.6667,15.6667,19,0.412281,0.5,0,1.78417
582,2022-12-12,0,0,0,24,2833.42,730.5,79.8333,17.5417,21,0.461623,0.552632,0,1.78417
582,2022-12-13,1,0,0,24,2843.75,614.25,61.75,16.6667,18,0.438596,0.473684,0,1.78417
582,2022-12-14,2,0,0,24,3460.92,917,101.333,18.2917,21,0.48136,0.552632,0,1.78417
582,2022-12-15,3,0,0,24,3656.08,879.417,93.25,17.875,20,0.470395,0.526316,0,1.78312
582,2022-12-16,4,0,0,24,3118.92,934.333,108,18.625,22,0.490132,0.578947,0,1.78521
582,2022-12-17,5,1,0,24,2448.08,635.083,69.5833,16.9583,20,0.446272,0.526316,0,1.78312
582,2022-12-18,6,1,0,24,3136.67,756.083,80.25,17.2083,21,0.452851,0.552632,0,1.78417
582,2022-12-19,0,0,0,24,1984.58,575.833,65.8333,16.625,20,0.4375,0.526316,0,1.78521
582,2022-12-20,1,0,0,24,2112.33,417.75,39.9167,15.75,19,0.414474,0.5,0,1.78417
582,2022-12-21,2,0,0,24,2202.67,459.083,45.25,16,19,0.421053,0.5,0,1.78417
582,2022-12-22,3,0,0,24,2085,525.167,56.8333,16.375,18,0.430921,0.473684,0,1.78417
582,2022-12-23,4,0,0,24,1928.17,417.333,42,15.8333,20,0.416667,0.526316,0,1.78417
582,2022-12-24,5,1,0,24,1860,341,31,15.2917,19,0.402412,0.5,0,1.78417
582,2022-12-25,6,1,0,24,1745,319.917,29.0833,15.25,17,0.401316,0.447368,0,1.78417
582,2022-12-26,0,0,0,24,1248.33,333.667,37,15.4583,17,0.406798,0.447368,0,1.78417
582,2022-12-27,1,0,0,24,1874.25,473.667,51.3333,16.2917,19,0.428728,0.5,0,1.78417
582,2022-12-28,2,0,0,24,2921.33,634.667,64,16.75,20,0.440789,0.526316,0,1.78417
582,2022-12-29,3,0,0,24,2075,380.417,34.5833,15.4167,18,0.405702,0.473684,0,1.78417
582,2022-12-30,4,0,0,24,2866.5,608.417,60.5833,16.7917,20,0.441886,0.526316,0,1.78312
582,2022-12-31,5,1,1,24,2485.5,550,56,16.625,21,0.4375,0.552632,0,1.78521
582,2023-01-01,6,1,1,24,2404.67,473.25,45.0833,15.875,20,0.417763,0.526316,0,1.78417
582,2023-01-02,0,0,1,24,1863.92,475.583,51.75,16.2083,19,0.426535,0.5,0,1.78417
582,2023-01-03,1,0,0,24,3210.75,801.583,86.4167,17.75,21,0.467105,0.552632,0,1.78417
582,2023-01-04,2,0,0,24,2831.08,699.583,75.0833,16.9583,21,0.446272,0.552632,0,1.78417
582,2023-01-05,3,0,0,24,3282.17,905.667,101.667,18.2083,20,0.479167,0.526316,0,1.78417
582,2023-01-06,4,0,0,24,2913.25,675.583,70.4167,16.75,19,0.440789,0.5,0,1.78417
582,2023-01-07,5,1,0,24,2413,551,57,16.375,19,0.430921,0.5,0,1.78417
582,2023-01-08,6,1,0,24,2655.92,626.5,65.8333,16.7083,20,0.439693,0.526316,0,1.78417
582,2023-01-09,0,0,0,24,2955.75,640.5,64.5,18.0417,23,0.474781,0.605263,0,1.78417
582,2023-01-10,1,0,0,24,3344.92,764.25,79.0833,21.2917,23,0.560307,0.605263,0,1.78417
582,2023-01-11,2,0,0,24,2661.67,669,72.3333,21.1667,23,0.557018,0.605263,0,1.78521
582,2023-01-12,3,0,0,24,2381.75,523.833,53.1667,20.25,24,0.532895,0.631579,0,1.78417
582,2023-01-13,4,0,0,24,2700.92,634.75,66.5833,20.5,24,0.539474,0.631579,0,1.78417
582,2023-01-14,5,1,0,24,2453.17,770.833,90.5,21.6667,25,0.570175,0.657895,0,1.78417
582,2023-01-15,6,1,0,24,2386.25,601.833,65.1667,20.5,23,0.539474,0.605263,0,1.78417
582,2023-01-16,0,0,0,24,2538.75,729.833,83.1667,21.5417,25,0.566886,0.657895,0,1.78417
582,2023-01-17,1,0,0,24,2891.25,694.417,73.5833,20.9583,26,0.551535,0.684211,0,1.78417
582,2023-01-18,2,0,0,24,1805,330.917,30.0833,19.3333,22,0.508772,0.578947,0,1.78521
582,2023-01-19,3,0,0,24,1670.75,319.167,29.8333,18.5,21,0.486842,0.552632,0,1.78521
582,2023-01-20,4,0,0,24,1558.33,333.333,33.3333,19.1667,22,0.504386,0.578947,0,1.78417
582,2023-01-21,5,1,1,24,960,176,16,18.6667,21,0.491228,0.552632,0,1.78417
582,2023-01-22,6,1,1,24,529.75,178.583,21.4167,15.375,18,0.404605,0.473684,0,1.78417
582,2023-01-23,0,0,1,24,843,234.583,26.4167,15.4583,17,0.406798,0.447368,0,1.78417
582,2023-01-24,1,0,1,24,828,231.833,26.1667,15.5833,18,0.410088,0.473684,0,1.78417
582,2023-01-25,2,0,1,24,903,245.583,27.4167,15.4583,18,0.406798,0.473684,0,1.78417
582,2023-01-26,3,0,1,24,1103,282.25,30.75,15.6667,18,0.412281,0.473684,0,1.78417
582,2023-01-27,4,0,1,24,1493,353.75,37.25,15.9167,18,0.41886,0.473684,0,1.78417
582,2023-01-28,5,1,0,24,1828,415.167,42.8333,16.25,19,0.427632,0.5,0,1.78417
582,2023-01-29,6,1,0,24,2808,594.833,59.1667,16.75,20,0.440789,0.526316,0,1.78417
582,2023-01-30,0,0,0,24,2583,553.583,55.4167,16.7917,20,0.441886,0.526316,0,1.78312
582,2023-01-31,1,0,0,24,2663,568.25,56.75,16.8333,18,0.442982,0.473684,0,1.78312
582,2023-02-01,2,0,0,24,2285,418.917,38.0833,1.45833,4,0.0383772,0.105263,0,1.78417
582,2023-02-02,3,0,0,24,2370,434.5,39.5,1.625,4,0.0427632,0.105263,0,1.78417
582,2023-02-03,4,0,0,24,2895,530.75,48.25,2.08333,6,0.0548246,0.157895,0,1.78417
582,2023-02-04,5,1,0,24,2358.67,476.25,46.0833,9.91667,23,0.260965,0.605263,0,1.78417
582,2023-02-05,6,1,0,24,1856,386,38,22.25,25,0.585526,0.657895,0,1.78417
582,2023-02-06,0,0,0,24,2796,558.333,53.6667,22.5417,25,0.593202,0.657895,0,1.78417
582,2023-02-07,1,0,0,24,2866,571.167,54.8333,21.375,23,0.5625,0.605263,0,1.78417
582,2023-02-08,2,0,0,24,3176,628,60,21.2917,25,0.560307,0.657895,0,1.78417
582,2023-02-09,3,0,0,24,3084.33,630.25,61.4167,18.2083,23,0.479167,0.605263,0,1.78417
582,2023-02-10,4,0,0,24,4439,882.417,84.5833,18.0417,21,0.474781,0.552632,0,1.78417
582,2023-02-11,5,1,0,24,4539,900.75,86.25,18.125,20,0.476974,0.526316,0,1.78417
582,2023-02-12,6,1,0,24,3199,655.083,63.9167,17.2083,20,0.452851,0.526316,0,1.78312
582,2023-02-13,0,0,0,24,4309,858.583,82.4167,17.875,20,0.470395,0.526316,0,1.78417
582,2023-02-14,1,0,0,24,2822.42,625.583,63.75,20.0417,26,0.527412,0.684211,0,1.78312
582,2023-02-15,2,0,0,24,3885,712.25,64.75,20.6667,22,0.54386,0.578947,0,1.78417
582,2023-02-16,3,0,0,24,2425,444.583,40.4167,19.5833,23,0.515351,0.605263,0,1.78417
582,2023-02-17,4,0,0,24,3750,687.5,62.5,20.625,24,0.542763,0.631579,0,1.78417
582,2023-02-18,5,1,0,24,3205,587.583,53.4167,20.2083,23,0.531798,0.605263,0,1.78312
582,2023-02-19,6,1,0,24,4620,847,77,21.2917,23,0.560307,0.605263,0,1.78417
582,2023-02-20,0,0,0,24,3325,609.583,55.4167,20.4167,23,0.537281,0.605263,0,1.78417
582,2023-02-21,1,0,0,24,4563.33,998.583,101.083,20.3333,24,0.535088,0.631579,0,1.78417
582,2023-02-22,2,0,0,24,3573,792.25,80.75,20.375,22,0.536184,0.578947,0,1.78417
582,2023-02-23,3,0,0,24,3638,804.167,81.8333,20.5,22,0.539474,0.578947,0,1.78417
582,2023-02-24,4,0,0,24,3918,855.5,86.5,19.9583,22,0.525219,0.578947,0,1.78208
582,2023-02-25,5,1,0,24,3793,832.583,84.4167,19.0417,22,0.501096,0.578947,0,1.78312
582,2023-02-26,6,1,0,24,4303,926.083,92.9167,19,21,0.5,0.552632,0,1.78417
582,2023-02-27,0,0,0,24,3853,843.583,85.4167,18.4583,22,0.485746,0.578947,0,1.78417
582,2023-02-28,1,0,0,24,4328,930.667,93.3333,18.75,22,0.493421,0.578947,0,1.78417
584,2022-09-01,3,0,0,24,1822.33,1822.33,260.333,10.9167,18,0.198485,0.327273,0,1.835
584,2022-09-02,4,0,0,24,1890,1890,270,11.5417,18,0.209848,0.327273,0,1.835
584,2022-09-03,5,1,0,24,1966.42,1966.42,280.917,11.8333,15,0.215152,0.272727,0,1.835
584,2022-09-04,6,1,0,24,1510.25,1510.25,215.75,8.95833,9,0.162879,0.163636,0,1.835
584,2022-09-05,0,0,0,24,1622.83,1622.83,231.833,9.625,14,0.175,0.254545,0,1.835
584,2022-09-06,1,0,0,24,1988.58,1988.58,284.083,11.9167,16,0.216667,0.290909,0,1.835
584,2022-09-07,2,0,0,24,1836.33,1836.33,262.333,10.9167,16,0.198485,0.290909,0,1.835
584,2022-09-08,3,0,0,24,1951.83,1951.83,278.833,11.625,16,0.211364,0.290909,0,1.835
584,2022-09-09,4,0,0,24,1796.08,1796.08,256.583,10.7083,17,0.194697,0.309091,0,1.835
584,2022-09-10,5,1,1,24,1867.25,1867.25,266.75,11.2917,14,0.205303,0.254545,0,1.835
584,2022-09-11,6,1,1,24,1552.83,1552.83,221.833,9.25,13,0.168182,0.236364,0,1.835
584,2022-09-12,0,0,1,24,1914.5,1914.5,273.5,11.3333,16,0.206061,0.290909,0,1.835
584,2022-09-13,1,0,0,24,2024.75,2024.75,289.25,12.1667,17,0.221212,0.309091,0,1.835
584,2022-09-14,2,0,0,24,2695,2695,385,16.0417,17,0.291667,0.309091,0,1.835
584,2022-09-15,3,0,0,24,1920.92,1920.92,274.417,11.5,16,0.209091,0.290909,0,1.835
584,2022-09-16,4,0,0,24,2137.33,2137.33,305.333,12.6667,19,0.230303,0.345455,0,1.835
584,2022-09-17,5,1,0,24,2147.83,2147.83,306.833,12.875,18,0.234091,0.327273,0,1.835
584,2022-09-18,6,1,0,24,1748.83,1748.83,249.833,10.375,13,0.188636,0.236364,0,1.835
584,2022-09-19,0,0,0,24,1842.17,1842.17,263.167,10.9583,15,0.199242,0.272727,0,1.835
584,2022-09-20,1,0,0,24,2091.83,2091.83,298.833,12.5833,16,0.228788,0.290909,0,1.835
584,2022-09-21,2,0,0,24,2261.58,2261.58,323.083,13.5833,18,0.24697,0.327273,0,1.835
584,2022-09-22,3,0,0,24,2231.83,2231.83,318.833,13.375,18,0.243182,0.327273,0,1.835
584,2022-09-23,4,0,0,24,1885.92,1885.92,269.417,11.3333,18,0.206061,0.327273,0,1.835
584,2022-09-24,5,1,0,24,1860.25,1860.25,265.75,11.1458,15,0.202652,0.272727,0,1.835
584,2022-09-25,6,1,0,24,2099.42,2099.42,299.917,13,16,0.236364,0.290909,0,1.835
584,2022-09-26,0,0,0,24,1831.67,1831.67,261.667,12.9167,17,0.234848,0.309091,0,1.835
584,2022-09-27,1,0,0,24,1850.33,1850.33,264.333,12.0833,17,0.219697,0.309091,0,1.835
584,2022-09-28,2,0,0,24,1872.5,1872.5,267.5,11.25,14,0.204545,0.254545,0,1.835
584,2022-09-29,3,0,0,24,1631,1631,233,9.75,14,0.177273,0.254545,0,1.835
584,2022-09-30,4,0,0,24,1856.75,1856.75,265.25,11.0417,14,0.200758,0.254545,0,1.835
584,2022-10-01,5,1,1,24,2016,2016,288,12,12,0.218182,0.218182,0,1.835
584,2022-10-02,6,1,1,24,1746.5,1746.5,249.5,10.5417,13,0.191667,0.236364,0,1.835
584,2022-10-03,0,0,1,24,1286.83,1286.83,183.833,7.875,11,0.143182,0.2,0,1.835
584,2022-10-04,1,0,1,24,1710.33,1710.33,244.333,10.1667,12,0.184848,0.218182,0,1.835
584,2022-10-05,2,0,1,24,1831.67,1831.67,261.667,10.875,13,0.197727,0.236364,0,1.835
584,2022-10-06,3,0,1,24,1402.33,1402.33,200.333,8.375,12,0.152273,0.218182,0,1.835
584,2022-10-07,4,0,1,24,1881.83,1881.83,268.833,11.2917,13,0.205303,0.236364,0,1.835
584,2022-10-08,5,1,0,24,1642.67,1642.67,234.667,9.70833,16,0.176515,0.290909,0,1.835
584,2022-10-09,6,1,0,24,1644.42,1644.42,234.917,9.95833,16,0.181061,0.290909,0,1.835
584,2022-10-10,0,0,0,24,1729.58,1729.58,247.083,10.4167,15,0.189394,0.272727,0,1.835
584,2022-10-11,1,0,0,24,1922.67,1922.67,274.667,11.4583,16,0.208333,0.290909,0,1.835
584,2022-10-12,2,0,0,24,1833.42,1833.42,261.917,10.9583,17,0.199242,0.309091,0,1.835
584,2022-10-13,3,0,0,24,1906.33,1906.33,272.333,11.4583,16,0.208333,0.290909,0,1.835
584,2022-10-14,4,0,0,24,1640.92,1640.92,234.417,9.91667,13,0.180303,0.236364,0,1.835
584,2022-10-15,5,1,0,24,2009,2009,287,11.7917,16,0.214394,0.290909,0,1.835
584,2022-10-16,6,1,0,24,1517.25,1517.25,216.75,9.25,13,0.168182,0.236364,0,1.835
584,2022-10-17,0,0,0,24,1506.17,1506.17,215.167,10.9583,15,0.199242,0.272727,0,1.835
584,2022-10-18,1,0,0,24,1500.92,1500.92,214.417,11.0417,16,0.200758,0.290909,0,1.835
584,2022-10-19,2,0,0,24,918.167,918.167,131.167,6.70833,16,0.12197,0.290909,0,1.835
584,2022-10-20,3,0,0,24,1842.75,1842.75,263.25,11.125,16,0.202273,0.290909,0,1.835
584,2022-10-21,4,0,0,24,1801.33,1801.33,257.333,11.75,17,0.213636,0.309091,0,1.835
584,2022-10-22,5,1,0,24,1864.92,1864.92,266.417,11.0833,18,0.201515,0.327273,0,1.835
584,2022-10-23,6,1,0,24,1911.58,1911.58,273.083,13.5,21,0.245455,0.381818,0,1.835
584,2022-10-24,0,0,0,24,1320.08,1408.97,188.583,9.79167,14,0.17803,0.254545,0,1.835
584,2022-10-25,1,0,0,24,1635.08,1635.08,233.583,9.83333,13,0.178788,0.236364,0,1.835
584,2022-10-26,2,0,0,24,413,413,59,12.0833,13,0.219697,0.236364,0,1.835
584,2022-10-27,3,0,0,24,987,1083.83,141,10.2083,16,0.185606,0.290909,0,1.835
584,2022-10-28,4,0,0,24,1972.83,1972.83,281.833,11.9167,17,0.216667,0.309091,0,1.835
584,2022-10-29,5,1,0,24,1886.5,1886.5,269.5,11.25,14,0.204545,0.254545,0,1.835
584,2022-10-30,6,1,0,24,1965.83,1965.83,280.833,11.75,14,0.213636,0.254545,0,1.835
584,2022-10-31,0,0,0,24,1740.08,1740.08,248.583,10.4583,15,0.190152,0.272727,0,1.835
584,2022-11-01,1,0,0,24,1414,1414,202,8.5,12,0.154545,0.218182,0,1.835
584,2022-11-02,2,0,0,24,1692.83,1692.83,241.833,9.95833,17,0.181061,0.309091,0,1.835
584,2022-11-03,3,0,0,24,1706.25,1706.25,243.75,10.8542,16,0.197348,0.290909,0,1.835
584,2022-11-04,4,0,0,24,1810.08,1810.08,258.583,12.1667,28,0.221212,0.509091,0,1.835
584,2022-11-05,5,1,0,24,1870.17,1870.17,267.167,11.2083,15,0.203788,0.272727,0,1.835
584,2022-11-06,6,1,0,24,1894.67,1894.67,270.667,11.2083,15,0.203788,0.272727,0,1.835
584,2022-11-07,0,0,0,24,1899.33,1899.33,271.333,11.5,17,0.209091,0.309091,0,1.835
584,2022-11-08,1,0,0,24,1979.25,1979.25,282.75,12,18,0.218182,0.327273,0,1.835
584,2022-11-09,2,0,0,24,1618.17,1618.17,231.167,9.79167,15,0.17803,0.272727,0,1.835
584,2022-11-10,3,0,0,24,1713.83,1713.83,244.833,10.0833,15,0.183333,0.272727,0,1.835
584,2022-11-11,4,0,0,24,2023,2023,289,12.5,17,0.227273,0.309091,0,1.835
584,2022-11-12,5,1,0,24,2019.5,2019.5,288.5,11.875,15,0.215909,0.272727,0,1.835
584,2022-11-13,6,1,0,24,2232.42,2232.42,318.917,13.2917,18,0.241667,0.327273,0,1.835
584,2022-11-14,0,0,0,24,2293.08,2293.08,327.583,13.7083,17,0.249242,0.309091,0,1.835
584,2022-11-15,1,0,0,24,2363.67,2363.67,337.667,14.375,19,0.261364,0.345455,0,1.835
584,2022-11-16,2,0,0,24,1987.42,1987.42,283.917,13.8333,19,0.251515,0.345455,0,1.835
584,2022-11-17,3,0,0,24,1913.92,1913.92,273.417,13.625,17,0.247727,0.309091,0,1.835
584,2022-11-18,4,0,0,24,2055.67,2055.67,293.667,14.1667,18,0.257576,0.327273,0,1.835
584,2022-11-19,5,1,0,24,2056.25,2056.25,293.75,14.25,19,0.259091,0.345455,0,1.835
584,2022-11-20,6,1,0,24,2017.75,2017.75,288.25,14.7917,17,0.268939,0.309091,0,1.835
584,2022-11-21,0,0,0,24,1374.33,1374.33,196.333,10.0417,14,0.182576,0.254545,0,1.835
584,2022-11-22,1,0,0,24,1677.08,1677.08,239.583,12.25,16,0.222727,0.290909,0,1.835
584,2022-11-23,2,0,0,24,1510.25,1510.25,215.75,13.0417,18,0.237121,0.327273,0,1.835
584,2022-11-24,3,0,0,24,1093.75,1093.75,156.25,10.0833,14,0.183333,0.254545,0,1.835
584,2022-11-25,4,0,0,24,1460.67,1460.67,208.667,10.7917,13,0.196212,0.236364,0,1.835
584,2022-11-26,5,1,0,24,1990.33,1990.33,284.333,13.75,20,0.25,0.363636,0,1.835
584,2022-11-27,6,1,0,24,2801.75,2801.75,400.25,18.7083,21,0.340152,0.381818,0,1.835
584,2022-11-28,0,0,0,24,1927.33,1927.33,275.333,14,20,0.254545,0.363636,0,1.835
584,2022-11-29,1,0,0,24,1415.75,1415.75,202.25,12.4583,17,0.226515,0.309091,0,1.835
584,2022-11-30,2,0,0,24,1723.17,1723.17,246.167,14.3333,18,0.260606,0.327273,0,1.835
584,2022-12-01,3,0,0,24,1739.5,1739.5,248.5,13.5417,18,0.246212,0.327273,0,1.835
584,2022-12-02,4,0,0,24,1625.17,1625.17,232.167,11.7917,16,0.214394,0.290909,0,1.835
584,2022-12-03,5,1,0,24,1767.5,1767.5,252.5,12.6667,15,0.230303,0.272727,0,1.835
584,2022-12-04,6,1,0,24,1687.58,1687.58,241.083,11.9583,16,0.217424,0.290909,0,1.835
584,2022-12-05,0,0,0,24,1573.25,1573.25,224.75,11.4167,19,0.207576,0.345455,0,1.835
584,2022-12-06,1,0,0,24,1756.42,1756.42,250.917,12.4167,18,0.225758,0.327273,0,1.835
584,2022-12-07,2,0,0,24,1492.75,1492.75,213.25,11,16,0.2,0.290909,0,1.835
584,2022-12-08,3,0,0,24,1550.5,1550.5,221.5,11.0833,15,0.201515,0.272727,0,1.835
584,2022-12-09,4,0,0,24,1560.42,1560.42,222.917,13.125,28,0.238636,0.509091,0,1.835
584,2022-12-10,5,1,0,24,2517.08,2517.08,359.583,16.9167,21,0.307576,0.381818,0,1.835
584,2022-12-11,6,1,0,24,2592.92,2592.92,370.417,17.6667,21,0.321212,0.381818,0,1.835
584,2022-12-12,0,0,0,24,1998.5,1998.5,285.5,13.8333,18,0.251515,0.327273,0,1.835
584,2022-12-13,1,0,0,24,1865.5,1865.5,266.5,13.1667,18,0.239394,0.327273,0,1.835
584,2022-12-14,2,0,0,24,1881.83,1881.83,268.833,13.2917,20,0.241667,0.363636,0,1.835
584,2022-12-15,3,0,0,24,1796.08,1796.08,256.583,12.7917,19,0.232576,0.345455,0,1.835
584,2022-12-16,4,0,0,24,1661.92,1661.92,237.417,11.8333,16,0.215152,0.290909,0,1.835
584,2022-12-17,5,1,0,24,2176.42,2176.42,310.917,14.875,18,0.270455,0.327273,0,1.835
584,2022-12-18,6,1,0,24,1773.92,1773.92,253.417,12.5833,17,0.228788,0.309091,0,1.835
584,2022-12-19,0,0,0,24,1760.5,1760.5,251.5,11.9167,16,0.216667,0.290909,0,1.835
584,2022-12-20,1,0,0,24,2063.83,2063.83,294.833,12.375,15,0.225,0.272727,0,1.835
584,2022-12-21,2,0,0,24,1577.33,1577.33,225.333,9.41667,11,0.171212,0.2,0,1.835
584,2022-12-22,3,0,0,24,1647.92,1647.92,235.417,9.70833,14,0.176515,0.254545,0,1.835
584,2022-12-23,4,0,0,24,1708.58,1708.58,244.083,10.1667,15,0.184848,0.272727,0,1.835
584,2022-12-24,5,1,0,24,1630.42,1630.42,232.917,9.54167,12,0.173485,0.218182,0,1.835
584,2022-12-25,6,1,0,24,1986.25,1986.25,283.75,11.7083,14,0.212879,0.254545,0,1.835
584,2022-12-26,0,0,0,24,2042.83,2042.83,291.833,12.125,15,0.220455,0.272727,0,1.835
584,2022-12-27,1,0,0,24,1905.17,1905.17,272.167,11.4167,15,0.207576,0.272727,0,1.835
584,2022-12-28,2,0,0,24,1694,1694,242,10,15,0.181818,0.272727,0,1.835
584,2022-12-29,3,0,0,24,1396.5,1396.5,199.5,8.66667,14,0.157576,0.254545,0,1.835
584,2022-12-30,4,0,0,24,1614.08,1614.08,230.583,11.5,18,0.209091,0.327273,0,1.835
584,2022-12-31,5,1,1,24,1790.83,1790.83,255.833,12.875,18,0.234091,0.327273,0,1.835
584,2023-01-01,6,1,1,24,1220.92,1220.92,174.417,9.125,12,0.165909,0.218182,0,1.835
584,2023-01-02,0,0,1,24,1560.42,1560.42,222.917,11.1667,13,0.20303,0.236364,0,1.835
584,2023-01-03,1,0,0,24,1467.08,1467.08,209.583,10.7083,17,0.194697,0.309091,0,1.835
584,2023-01-04,2,0,0,24,1750.58,1750.58,250.083,12.2917,18,0.223485,0.327273,0,1.835
584,2023-01-05,3,0,0,24,1827.58,1827.58,261.083,13,17,0.236364,0.309091,0,1.835
584,2023-01-06,4,0,0,24,1885.92,1885.92,269.417,13.25,18,0.240909,0.327273,0,1.835
584,2023-01-07,5,1,0,24,2088.92,2088.92,298.417,14.4583,17,0.262879,0.309091,0,1.835
584,2023-01-08,6,1,0,24,2094.75,2094.75,299.25,14.4167,17,0.262121,0.309091,0,1.835
584,2023-01-09,0,0,0,24,1759.33,1759.33,251.333,12.4583,17,0.226515,0.309091,0,1.835
584,2023-01-10,1,0,0,24,1775.08,1775.08,253.583,12.0417,18,0.218939,0.327273,0,1.835
584,2023-01-11,2,0,0,24,1507.92,1507.92,215.417,8.875,14,0.161364,0.254545,0,1.835
584,2023-01-12,3,0,0,24,1706.83,1706.83,243.833,10.375,14,0.188636,0.254545,0,1.835
584,2023-01-13,4,0,0,24,1762.83,1762.83,251.833,10.375,16,0.188636,0.290909,0,1.835
584,2023-01-14,5,1,0,24,1981,1981,283,11.7083,18,0.212879,0.327273,0,1.835
584,2023-01-15,6,1,0,24,1814.75,1814.75,259.25,10.6667,13,0.193939,0.236364,0,1.835
584,2023-01-16,0,0,0,24,1413.42,1413.42,201.917,8.45833,13,0.153788,0.236364,0,1.835
584,2023-01-17,1,0,0,24,971.25,971.25,138.75,6.04167,9,0.109848,0.163636,0,1.835
584,2023-01-18,2,0,0,24,690.667,690.667,98.6667,4.125,8,0.075,0.145455,0,1.835
584,2023-01-19,3,0,0,24,884.333,884.333,126.333,6.25,14,0.113636,0.254545,0,1.835
584,2023-01-20,4,0,0,24,1203.42,1203.42,171.917,7.45833,12,0.135606,0.218182,0,1.835
584,2023-01-21,5,1,1,24,925.75,925.75,132.25,5.66667,7,0.10303,0.127273,0,1.835
584,2023-01-22,6,1,1,24,765.917,765.917,109.417,4.54167,8,0.0825758,0.145455,0,1.835
584,2023-01-23,0,0,1,24,764.75,764.75,109.25,4.70833,8,0.0856061,0.145455,0,1.835
584,2023-01-24,1,0,1,24,663.833,663.833,94.8333,3.91667,10,0.0712121,0.181818,0,1.835
584,2023-01-25,2,0,1,24,1140.42,1140.42,162.917,6.875,10,0.125,0.181818,0,1.835
584,2023-01-26,3,0,1,24,1190.58,1190.58,170.083,7.33333,11,0.133333,0.2,0,1.835
584,2023-01-27,4,0,1,24,1350.42,1350.42,192.917,8.125,13,0.147727,0.236364,0,1.835
584,2023-01-28,5,1,0,24,1809.5,1809.5,258.5,10.9167,15,0.198485,0.272727,0,1.835
584,2023-01-29,6,1,0,24,2238.25,2238.25,319.75,13.25,18,0.240909,0.327273,0,1.835
584,2023-01-30,0,0,0,24,2151.33,2151.33,307.333,13,17,0.236364,0.309091,0,1.835
584,2023-01-31,1,0,0,24,1861.42,1861.42,265.917,11.5833,17,0.210606,0.309091,0,1.835
584,2023-02-01,2,0,0,24,1643.83,1643.83,234.833,9.83333,14,0.178788,0.254545,0,1.835
584,2023-02-02,3,0,0,24,1982.17,1982.17,283.167,11.7917,16,0.214394,0.290909,0,1.835
584,2023-02-03,4,0,0,24,1675.33,1675.33,239.333,10,16,0.181818,0.290909,0,1.835
584,2023-02-04,5,1,0,24,1894.67,1894.67,270.667,11.875,15,0.215909,0.272727,0,1.835
584,2023-02-05,6,1,0,24,1830.5,1830.5,261.5,10.875,13,0.197727,0.236364,0,1.835
584,2023-02-06,0,0,0,24,1777.42,1777.42,253.917,10.7917,15,0.196212,0.272727,0,1.835
584,2023-02-07,1,0,0,24,1729,1729,247,10.3333,16,0.187879,0.290909,0,1.835
584,2023-02-08,2,0,0,24,1764,1764,252,10.5,15,0.190909,0.272727,0,1.835
