zone_id,marginal_energy_kwh_mean,marginal_energy_kwh_std,marginal_energy_kwh_p10,marginal_energy_kwh_p90,baseline_energy_kwh_mean,n_seeds,analytic_marginal_kwh,estimate,mean_utilisation,is_active_zone
577,0,0,0,0,1.52625e+07,20,0.0719084,11kw,0.158926,False
578,0,0,0,0,1.52625e+07,20,0.015834,11kw,0.182378,False
580,0,0,0,0,1.52625e+07,20,2.1091e-06,11kw,0.0762661,False
582,1.89601,3.79201,0,9.48003,1.52625e+07,20,2.42405,11kw,0.419699,True
584,0,0,0,0,1.52625e+07,20,2.75304e-09,11kw,0.203972,False
585,2.44913,7.34739,0,2.44913,1.52625e+07,20,2.74325,11kw,0.142706,True
587,0,0,0,0,1.52625e+07,20,2.28513e-07,11kw,0.230368,False
588,6.64674,10.3987,0,23.9902,1.52625e+07,20,13.4602,11kw,0.403015,True
589,0,0,0,0,1.52625e+07,20,0,11kw,0.201551,False
592,0,0,0,0,1.52625e+07,20,1.46013,11kw,0.310024,True
594,0,0,0,0,1.52625e+07,20,0.000660709,11kw,0.148405,False
595,3.86135,19.8932,-14.8403,22.013,1.52625e+07,20,16.4063,11kw,0.377578,True
596,584.689,86.4669,511.853,676.72,1.52625e+07,20,564.591,11kw,0.581215,True
598,53.3727,26.7237,24.5105,88.1361,1.52625e+07,20,40.4047,11kw,0.264081,True
601,211.279,45.0626,149.66,262.47,1.52625e+07,20,310.6,11kw,0.479704,True
628,-172.938,154.619,-327.327,-31.7205,1.52625e+07,20,192.358,11kw,0.318178,True
631,0,0,0,0,1.52625e+07,20,6.79315e-09,11kw,0.0935773,False
632,0,0,0,0,1.52625e+07,20,0.847862,11kw,0.377152,False
633,8.51879,11.6089,-6.19855,18.8482,1.52625e+07,20,19.2535,11kw,0.523586,True
637,0,0,0,0,1.52625e+07,20,1.05541e-07,11kw,0.150253,False
638,1.22606,5.34426,0,0,1.52625e+07,20,13.5732,11kw,0.239065,True
643,0,0,0,0,1.52625e+07,20,0.00720703,11kw,0.255393,False
644,0,0,0,0,1.52625e+07,20,1.44877e-05,11kw,0.166247,False
647,424.395,89.1365,291.949,517.607,1.52625e+07,20,435.371,11kw,0.391678,True
651,403.229,91.4923,257.937,481.515,1.52625e+07,20,413.255,11kw,0.702322,True
655,2.45184,7.35551,0,2.45184,1.52625e+07,20,0.0978054,11kw,0.0953854,True
656,0,0,0,0,1.52625e+07,20,2.26085e-08,11kw,0.129137,False
659,24.5351,0,24.5351,24.5351,1.52625e+07,20,12.8595,11kw,0.140858,True
681,3.67756,8.75434,0,24.517,1.52625e+07,20,12.746,11kw,0.244705,True
682,0.548556,16.0348,-27.6543,21.3942,1.52625e+07,20,24.4875,11kw,0.307592,True
686,0,0,0,0,1.52625e+07,20,0,11kw,0.124247,False
687,0,0,0,0,1.52625e+07,20,3.15799e-06,11kw,0.0575842,False
690,9.55599,25.7738,-31.4066,32.4265,1.52625e+07,20,36.5527,11kw,0.353624,True
691,93.4855,32.304,61.3589,125.035,1.52625e+07,20,166.235,11kw,0.490371,True
693,0,0,0,0,1.52625e+07,20,2.56199e-05,11kw,0.37724,False
698,28.521,29.1939,-6.84869,61.8957,1.52625e+07,20,78.627,11kw,0.416104,True
699,0,0,0,0,1.52625e+07,20,2.61001e-08,11kw,0.239724,False
700,0,0,0,0,1.52625e+07,20,0,11kw,0.275403,False
701,12.2688,18.2375,-0.0778918,26.9727,1.52625e+07,20,43.0073,11kw,0.34045,True
703,0,0,0,0,1.52625e+07,20,0,11kw,0.344044,False
704,-0.172462,0.517388,-0.172079,0,1.52625e+07,20,12.8423,11kw,0.36045,True
705,0,0,0,0,1.52625e+07,20,6.84739e-06,11kw,0.215908,False
706,0,0,0,0,1.52625e+07,20,0.12826,11kw,0.325645,False
708,28.2121,32.0123,-4.64496,62.3942,1.52625e+07,20,205.554,11kw,0.315771,True
709,0,0,0,0,1.52625e+07,20,3.67403e-09,11kw,0.256735,False
710,0,0,0,0,1.52625e+07,20,0,11kw,0.17088,False
711,0,0,0,0,1.52625e+07,20,1.82786e-08,11kw,0.136676,False
712,0,0,0,0,1.52625e+07,20,2.20115e-05,11kw,0.210292,False
715,130.094,80.3372,52.7157,208.964,1.52625e+07,20,632.305,11kw,0.59047,True
716,14.9031,14.8394,2.5112,28.3528,1.52625e+07,20,13.9722,11kw,0.306655,True
718,0,0,0,0,1.52625e+07,20,0.0114405,11kw,0.100652,False
719,406.379,131.029,286.798,565.799,1.52625e+07,20,710.962,11kw,0.517802,True
724,0,0,0,0,1.52625e+07,20,0,11kw,0.248339,False
728,0,0,0,0,1.52625e+07,20,0.00390261,11kw,0.158866,False
729,0,0,0,0,1.52625e+07,20,0.3821,11kw,0.285484,False
731,0,0,0,0,1.52625e+07,20,1.302e-08,11kw,0.175466,False
732,0,0,0,0,1.52625e+07,20,0.104045,11kw,0.147844,False
733,2.45323,10.689,0,0.0019151,1.52625e+07,20,13.8978,11kw,0.404477,True
737,0,0,0,0,1.52625e+07,20,4.18728e-11,11kw,0.127193,False
741,0,0,0,0,1.52625e+07,20,4.20885e-05,11kw,0.210526,False
744,0,0,0,0,1.52625e+07,20,0.00908053,11kw,0.400338,False
745,67.0475,56.9434,8.55874,155.712,1.52625e+07,20,145.7,11kw,0.36313,True
746,12.257,12.257,0,24.5139,1.52625e+07,20,13.7722,11kw,0.354946,True
751,0,0,0,0,1.52625e+07,20,0.306132,11kw,0.252275,False
771,100.781,46.4635,23.0475,155.1,1.52625e+07,20,214.872,11kw,0.472021,True
773,40.3611,11.1848,19.5259,44.0381,1.52625e+07,20,23.7783,11kw,0.328983,True
775,144.986,73.9652,52.657,235.543,1.52625e+07,20,535.299,11kw,0.512245,True
777,0,0,0,0,1.52625e+07,20,0.00108451,11kw,0.23607,False
781,0,0,0,0,1.52625e+07,20,0.486935,11kw,0.287378,False
783,0,0,0,0,1.52625e+07,20,0.0117091,11kw,0.215283,False
790,0,0,0,0,1.52625e+07,20,9.85941,11kw,0.445442,True
792,363.364,68.4255,267.82,435.61,1.52625e+07,20,554.309,11kw,0.417012,True
795,0,0,0,0,1.52625e+07,20,12.5549,11kw,0.415755,True
799,0,0,0,0,1.52625e+07,20,13.3645,11kw,0.306913,True
802,0,0,0,0,1.52625e+07,20,13.6012,11kw,0.303395,True
804,0,0,0,0,1.52625e+07,20,3.64636e-12,11kw,0.134752,False
805,255.432,51.884,188.069,309.664,1.52625e+07,20,370.958,11kw,0.325372,True
809,27.9391,26.7363,0,50.6941,1.52625e+07,20,51.5748,11kw,0.490376,True
832,3.74023,8.60325,0,24.0151,1.52625e+07,20,19.2994,11kw,0.44933,True
842,11.0258,12.1895,0,24.5018,1.52625e+07,20,13.7058,11kw,0.360756,True
844,74.2017,31.9568,33.9236,120.056,1.52625e+07,20,168.841,11kw,0.330498,True
848,100.434,55.0804,48.03,174.876,1.52625e+07,20,160.728,11kw,0.353495,True
849,23.8002,8.16584,16.414,32.8279,1.52625e+07,20,9.13812,11kw,0.254663,True
851,3.55226,7.69844,0,19.9014,1.52625e+07,20,12.1778,11kw,0.462046,True
852,34.7384,22.0366,0,47.7069,1.52625e+07,20,92.1454,11kw,0.299422,True
855,0,0,0,0,1.52625e+07,20,0,11kw,0.281363,False
858,-2.65011,16.7575,-32.6168,15.3148,1.52625e+07,20,15.2269,11kw,0.387564,True
862,0,0,0,0,1.52625e+07,20,0.00410896,11kw,0.168214,False
881,127.525,43.3372,73.5345,196.08,1.52625e+07,20,172.447,11kw,0.457486,True
882,1456.48,198.605,1209.61,1667.24,1.52625e+07,20,1695.82,11kw,0.752778,True
883,67.491,36.2763,24.5426,100.733,1.52625e+07,20,93.289,11kw,0.338436,True
887,2.45108,7.35325,0,2.45108,1.52625e+07,20,13.3832,11kw,0.271415,True
888,0,0,0,0,1.52625e+07,20,13.7175,11kw,0.386165,True
890,0,0,0,0,1.52625e+07,20,6.34474,11kw,0.551335,True
891,0,0,0,0,1.52625e+07,20,0.000689493,11kw,0.286244,False
893,0,0,0,0,1.52625e+07,20,0.00381723,11kw,0.0922537,False
895,13.7709,13.7322,-3.21617,25.3715,1.52625e+07,20,27.972,11kw,0.21569,True
897,0,0,0,0,1.52625e+07,20,0.141605,11kw,0.217183,False
900,27.5791,20.093,0,49.0258,1.52625e+07,20,73.0616,11kw,0.316682,True
901,0,0,0,0,1.52625e+07,20,0.0235577,11kw,0.0961908,False
902,0,0,0,0,1.52625e+07,20,0,11kw,0.104078,False
903,0,0,0,0,1.52625e+07,20,13.1619,11kw,0.222242,True
904,0,0,0,0,1.52625e+07,20,1.2345e-07,11kw,0.21664,False
937,0,0,0,0,1.52625e+07,20,0.000838161,11kw,0.180233,False
943,228.15,73.6377,144.74,318.92,1.52625e+07,20,302.402,11kw,0.418136,True
958,0,0,0,0,1.52625e+07,20,0.00150128,11kw,0.266636,False
965,0,0,0,0,1.52625e+07,20,14.9183,11kw,0.391687,True
966,0,0,0,0,1.52625e+07,20,8.83189,11kw,0.27779,True
967,0,0,0,0,1.52625e+07,20,0.939156,11kw,0.277792,False
969,0,0,0,0,1.52625e+07,20,0.00562168,11kw,0.23497,False
972,8.89034,13.5999,0,24.5163,1.52625e+07,20,13.6603,11kw,0.371924,True
974,14.7227,11.9855,0,24.5087,1.52625e+07,20,9.08365,11kw,0.405585,True
975,6.38002,13.0747,0,24.5181,1.52625e+07,20,15.4993,11kw,0.243554,True
977,0,0,0,0,1.52625e+07,20,0.000286889,11kw,0.149858,False
979,0,0,0,0,1.52625e+07,20,0.427179,11kw,0.179623,False
981,11.4506,11.2926,-2.71315,21.8038,1.52625e+07,20,15.9449,11kw,0.4125,True
982,17.3916,19.3196,0,49.0219,1.52625e+07,20,55.5251,11kw,0.356788,True
983,20.6812,19.0074,0,49.0203,1.52625e+07,20,37.1674,11kw,0.303285,True
984,0,0,0,0,1.52625e+07,20,0.903511,11kw,0.16594,False
986,1.37932,6.01234,0,0,1.52625e+07,20,15.5199,11kw,0.39909,True
987,0,0,0,0,1.52625e+07,20,11.5135,11kw,0.271071,True
988,0,0,0,0,1.52625e+07,20,0.204924,11kw,0.157892,False
989,0,0,0,0,1.52625e+07,20,0,11kw,0.192874,False
991,13.9625,20.0335,0,25.985,1.52625e+07,20,35.2084,11kw,0.375596,True
996,1.35504,5.29246,0,0.283371,1.52625e+07,20,10.1782,11kw,0.406377,True
998,0,0,0,0,1.52625e+07,20,0,11kw,0.191037,False
1000,0,0,0,0,1.52625e+07,20,0,11kw,0.252134,False
1009,0,0,0,0,1.52625e+07,20,0,11kw,0.248605,False
1011,0,0,0,0,1.52625e+07,20,0,11kw,0.247159,False
1015,0,0,0,0,1.52625e+07,20,0,11kw,0.179753,False
1026,2.16924,23.6241,-19.5658,30.4578,1.52625e+07,20,42.2595,11kw,0.373182,True
1029,472.876,140.909,260.521,620.325,1.52625e+07,20,1901.68,11kw,0.820877,True
1031,0,0,0,0,1.52625e+07,20,7.6937e-12,11kw,0.269996,False
1043,0,0,0,0,1.52625e+07,20,2.96177e-08,11kw,0.291902,False
1049,0,0,0,0,1.52625e+07,20,2.72807,11kw,0.37336,True
1060,0,0,0,0,1.52625e+07,20,0,11kw,0.0596081,False
1061,0,0,0,0,1.52625e+07,20,0,11kw,0.170524,False
1062,0,0,0,0,1.52625e+07,20,0,11kw,0.161574,False
1066,0,0,0,0,1.52625e+07,20,0.00064431,11kw,0.190311,False
1067,0,0,0,0,1.52625e+07,20,0.012252,11kw,0.336251,False
1068,0,0,0,0,1.52625e+07,20,0,11kw,0.282773,False
1071,1.15986,5.05573,0,0,1.52625e+07,20,6.47127,11kw,0.39231,True
1072,0,0,0,0,1.52625e+07,20,7.53037e-05,11kw,0.211852,False
1074,0,0,0,0,1.52625e+07,20,9.37572e-08,11kw,0.180113,False
1075,62.5655,31.3427,24.5933,98.5124,1.52625e+07,20,107.173,11kw,0.320514,True
1076,0,0,0,0,1.52625e+07,20,7.46423e-08,11kw,0.155041,False
1081,0,0,0,0,1.52625e+07,20,1.85701e-10,11kw,0.179612,False
1082,0,0,0,0,1.52625e+07,20,0.330956,11kw,0.252061,False
1083,2.69901,7.55567,0,5.65299,1.52625e+07,20,7.20306,11kw,0.334803,True
1085,0,0,0,0,1.52625e+07,20,3.31613e-05,11kw,0.280162,False
1087,0,0,0,0,1.52625e+07,20,0,11kw,0.184585,False
1088,0,0,0,0,1.52625e+07,20,0.000296456,11kw,0.172086,False
1090,0,0,0,0,1.52625e+07,20,2.15596e-08,11kw,0.174202,False
1092,0,0,0,0,1.52625e+07,20,4.25359e-06,11kw,0.122899,False
1094,2.45124,7.35372,0,2.45124,1.52625e+07,20,13.1363,11kw,0.278494,True
1095,0,0,0,0,1.52625e+07,20,0.116446,11kw,0.248682,False
1096,0,0,0,0,1.52625e+07,20,0,11kw,0.135953,False
1098,141.284,20.5066,117.915,164.149,1.52625e+07,20,158.305,11kw,0.430744,True
1099,1.22575,5.34294,0,0,1.52625e+07,20,15.9804,11kw,0.229499,True
1100,0,0,0,0,1.52625e+07,20,5.62451e-13,11kw,0.244297,False
1102,0,0,0,0,1.52625e+07,20,0,11kw,0.171705,False
1104,0,0,0,0,1.52625e+07,20,1.03466e-07,11kw,0.119369,False
1106,0,0,0,0,1.52625e+07,20,0.00861096,11kw,0.165584,False
1107,0,0,0,0,1.52625e+07,20,0.404572,11kw,0.121873,False
1109,0,0,0,0,1.52625e+07,20,0,11kw,0.086922,False
1110,1.22615,5.34467,0,0,1.52625e+07,20,13.2477,11kw,0.20961,True
1111,0,0,0,0,1.52625e+07,20,3.42123e-09,11kw,0.233457,False
1112,0,0,0,0,1.52625e+07,20,1.979,11kw,0.185889,True
1113,0,0,0,0,1.52625e+07,20,0,11kw,0.106155,False
1114,0,0,0,0,1.52625e+07,20,0,11kw,0.0578908,False
1115,0,0,0,0,1.52625e+07,20,1.31634e-12,11kw,0.235659,False
1119,0,0,0,0,1.52625e+07,20,1.24419e-12,11kw,0.176614,False
1120,0,0,0,0,1.52625e+07,20,0,11kw,0.173826,False
1121,0,0,0,0,1.52625e+07,20,0.0113297,11kw,0.292342,False
1124,-0.566091,11.8976,-14.331,10.1829,1.52625e+07,20,10.5062,11kw,0.45702,True
1125,19.6057,12.4962,0,24.5071,1.52625e+07,20,16.3515,11kw,0.157574,True
1126,0,0,0,0,1.52625e+07,20,0.112713,11kw,0.266263,False
1130,0,0,0,0,1.52625e+07,20,0.0243147,11kw,0.10281,False
1134,0,0,0,0,1.52625e+07,20,0,11kw,0.132886,False
1135,0,0,0,0,1.52625e+07,20,0,11kw,0.150737,False
1137,0,0,0,0,1.52625e+07,20,0,11kw,0.290288,False
1138,0,0,0,0,1.52625e+07,20,0.0012509,11kw,0.115483,False
1143,0,0,0,0,1.52625e+07,20,1.36926e-08,11kw,0.12577,False
1144,0,0,0,0,1.52625e+07,20,5.07002e-10,11kw,0.196535,False
1149,0,0,0,0,1.52625e+07,20,9.80243e-05,11kw,0.296971,False
1154,0,0,0,0,1.52625e+07,20,0.000344297,11kw,0.155151,False
1156,0,0,0,0,1.52625e+07,20,0.00050886,11kw,0.229236,False
1159,0,0,0,0,1.52625e+07,20,0,11kw,0.25038,False
1162,4.36496,8.72992,0,21.8248,1.52625e+07,20,13.5927,11kw,0.257994,True
1163,0,0,0,0,1.52625e+07,20,0.00457061,11kw,0.115958,False
1164,0,0,0,0,1.52625e+07,20,0.000209102,11kw,0.369841,False
1166,0,0,0,0,1.52625e+07,20,0.0065739,11kw,0.286324,False
1167,-6.05959,20.0076,-33.4542,15.2544,1.52625e+07,20,15.1734,11kw,0.368109,True
1168,0,0,0,0,1.52625e+07,20,9.84178e-06,11kw,0.191595,False
1172,43.3357,37.9575,-1.49894,89.1199,1.52625e+07,20,136.631,11kw,0.34799,True
1173,0,0,0,0,1.52625e+07,20,0.000866109,11kw,0.242761,False
