zone_id,hour_of_day,is_weekend,n_obs,mean_occupancy,mean_utilisation,mean_volume_kwh,mean_point_hours,max_utilisation
577,23,1,52,5.25,0.21875,40.4631,4.64583,0.375
578,0,0,129,2.26357,0.18863,10.5543,0.761628,0.5
578,1,0,129,2.31008,0.192506,10.4457,0.753876,0.5
578,2,0,129,2.28682,0.190568,10.509,0.758398,0.5
578,3,0,129,2.33333,0.194444,10.6809,0.770672,0.5
578,4,0,129,2.31783,0.193152,10.4548,0.754522,0.5
578,5,0,129,2.31008,0.192506,10.5904,0.764212,0.5
578,6,0,129,2.31008,0.192506,10.6447,0.768088,0.5
578,7,0,129,2.18605,0.182171,5.54845,0.400517,0.416667
578,8,0,129,1.82946,0.152455,4.04264,0.292636,0.333333
578,9,0,129,1.82946,0.152455,3.90698,0.282946,0.333333
578,10,0,129,1.78295,0.148579,3.84367,0.278424,0.333333
578,11,0,129,1.82946,0.152455,4.45866,0.322351,0.333333
578,12,0,129,1.93798,0.161499,5.06912,0.368217,0.333333
578,13,0,129,1.93798,0.161499,5.13243,0.372093,0.333333
578,14,0,129,1.90698,0.158915,4.64858,0.335917,0.333333
578,15,0,129,1.86822,0.155685,4.43605,0.321705,0.333333
578,16,0,129,1.89922,0.158269,5.14599,0.371447,0.416667
578,17,0,129,1.97674,0.164729,5.81977,0.419897,0.416667
578,18,0,129,2,0.166667,6.46641,0.465762,0.416667
578,19,0,129,2.06977,0.172481,8.38372,0.602713,0.416667
578,20,0,129,2.23256,0.186047,10.2468,0.735788,0.5
578,21,0,129,2.31008,0.192506,10.8075,0.779716,0.5
578,22,0,129,2.37984,0.19832,11.1964,0.807494,0.5
578,23,0,129,2.36434,0.197028,11.1331,0.802972,0.5
578,0,1,52,2.59615,0.216346,14.5385,1.04968,0.416667
578,1,1,52,2.59615,0.216346,14.3141,1.03365,0.416667
578,2,1,52,2.61538,0.217949,14.1458,1.02244,0.416667
578,3,1,52,2.65385,0.221154,14.2468,1.02885,0.416667
578,4,1,52,2.61538,0.217949,14.258,1.02885,0.416667
578,5,1,52,2.53846,0.211538,13.8542,1,0.416667
578,6,1,52,2.55769,0.213141,13.6747,0.987179,0.416667
578,7,1,52,2.59615,0.216346,12.0929,0.873397,0.416667
578,8,1,52,2.36538,0.197115,10.0737,0.729167,0.416667
578,9,1,52,2.17308,0.18109,8.79487,0.639423,0.333333
578,10,1,52,2.25,0.1875,8.14423,0.591346,0.416667
578,11,1,52,2,0.166667,7.1234,0.519231,0.333333
578,12,1,52,2.13462,0.177885,8.15545,0.592949,0.333333
578,13,1,52,2.26923,0.189103,9.26603,0.671474,0.416667
578,14,1,52,2.26923,0.189103,9.04167,0.647436,0.416667
578,15,1,52,2.21154,0.184295,8.1891,0.584936,0.416667
578,16,1,52,2.26923,0.189103,8.09936,0.578526,0.416667
578,17,1,52,2.23077,0.185897,8.77244,0.626603,0.333333
578,18,1,52,2.23077,0.185897,10.2196,0.740385,0.333333
578,19,1,52,2.40385,0.200321,11.4199,0.825321,0.416667
578,20,1,52,2.48077,0.206731,12.8446,0.927885,0.416667
578,21,1,52,2.53846,0.211538,13.024,0.940705,0.416667
578,22,1,52,2.51923,0.209936,12.8894,0.929487,0.416667
578,23,1,52,2.5,0.208333,12.7548,0.921474,0.416667
580,0,0,129,2.0155,0.100775,12.8831,1.84044,0.25
580,1,0,129,2.03101,0.10155,12.6208,1.80297,0.25
580,2,0,129,1.93023,0.0965116,12.1957,1.74225,0.25
580,3,0,129,1.90698,0.0953488,11.6848,1.66925,0.3
580,4,0,129,1.84496,0.0922481,11.323,1.61757,0.3
580,5,0,129,1.82946,0.0914729,11.219,1.60271,0.3
580,6,0,129,1.8062,0.0903101,11.4858,1.64083,0.25
580,7,0,129,1.81395,0.0906977,9.83979,1.40568,0.25
580,8,0,129,1.00775,0.0503876,8.40181,1.20026,0.2
580,9,0,129,1.86822,0.0934109,11.0607,1.5801,0.3
580,10,0,129,1.7093,0.0854651,9.87597,1.41085,0.25
580,11,0,129,1.47287,0.0736434,8.6053,1.22933,0.3
580,12,0,129,1.19767,0.0598837,7.20801,1.02972,0.25
580,13,0,129,1.23256,0.0616279,7.01357,1.00194,0.2
580,14,0,129,1.10853,0.0554264,6.2584,0.894057,0.2
580,15,0,129,0.984496,0.0492248,5.58915,0.79845,0.2
580,16,0,129,1.00388,0.0501938,5.40375,0.771964,0.2
580,17,0,129,0.914729,0.0457364,4.7345,0.676357,0.2
580,18,0,129,0.860465,0.0430233,4.81589,0.687984,0.2
580,19,0,129,0.868217,0.0434109,5.58915,0.79845,0.2
580,20,0,129,1.17054,0.0585271,8.63243,1.2332,0.2
580,21,0,129,1.64341,0.0821705,11.2461,1.60659,0.25
580,22,0,129,1.90698,0.0953488,12.3676,1.7668,0.25
580,23,0,129,1.97674,0.0988372,12.8198,1.8314,0.25
580,0,1,52,1.98077,0.0990385,12.7436,1.82051,0.2
580,1,1,52,1.86538,0.0932692,11.9696,1.70994,0.2
580,2,1,52,1.84615,0.0923077,11.891,1.69872,0.2
580,3,1,52,1.86538,0.0932692,11.6554,1.66506,0.2
580,4,1,52,1.82692,0.0913462,11.2404,1.60577,0.2
580,5,1,52,1.69231,0.0846154,10.8702,1.55288,0.2
580,6,1,52,1.73077,0.0865385,10.5673,1.50962,0.2
580,7,1,52,1.67308,0.0836538,9.87179,1.41026,0.2
580,8,1,52,1.36538,0.0682692,8.8734,1.26763,0.15
580,9,1,52,1.36538,0.0682692,8.66026,1.23718,0.2
580,10,1,52,1.40385,0.0701923,8.49199,1.21314,0.2
580,11,1,52,1.34615,0.0673077,7.84135,1.12019,0.2
580,12,1,52,1.26923,0.0634615,7.68429,1.09776,0.15
580,13,1,52,1.40385,0.0701923,8.86218,1.26603,0.15
580,14,1,52,1.46154,0.0730769,8.73878,1.2484,0.2
580,15,1,52,1.38462,0.0692308,7.84135,1.12019,0.2
580,16,1,52,1.21154,0.0605769,7.54968,1.07853,0.2
580,17,1,52,1.26923,0.0634615,8.26763,1.18109,0.2
580,18,1,52,1.38462,0.0692308,8.22276,1.17468,0.3
580,19,1,52,1.40385,0.0701923,8.77244,1.25321,0.2
580,20,1,52,1.51923,0.0759615,9.70353,1.38622,0.2
580,21,1,52,1.69231,0.0846154,11.4199,1.63141,0.2
580,22,1,52,1.89423,0.0947115,12.3285,1.76122,0.2
580,23,1,52,2,0.1,12.6875,1.8125,0.2
582,0,0,129,15.6124,0.410853,169.567,3.77907,0.789474
582,1,0,129,17.8527,0.469808,187.372,4.06783,0.684211
582,2,0,129,16.5891,0.436557,112.864,2.83915,0.605263
582,3,0,129,15.5039,0.407997,71.3101,2.12661,0.631579
582,4,0,129,15.7209,0.413709,75.6589,2.1854,0.605263
582,5,0,129,15.2946,0.402489,63.3902,2.01744,0.605263
582,6,0,129,15.3333,0.403509,89.885,2.47158,0.578947
582,7,0,129,16.6124,0.437169,169.722,3.68863,0.631579
582,8,0,129,16.8372,0.443084,146.797,3.26034,0.684211
582,9,0,129,16.2403,0.427377,116.488,2.64276,0.657895
582,10,0,129,16.0233,0.421665,111.675,2.48837,0.894737
582,11,0,129,15.7907,0.415545,107.023,2.3863,0.605263
582,12,0,129,15.7984,0.415749,118.508,2.59884,0.657895
582,13,0,129,15.8682,0.417585,113.192,2.53876,0.631579
582,14,0,129,15.5736,0.409833,100.549,2.2978,0.657895
582,15,0,129,15.5969,0.410445,95.9987,2.21512,0.631579
582,16,0,129,15.7907,0.415545,101.624,2.2655,0.605263
582,17,0,129,15.5659,0.409629,92.2778,2.08463,0.605263
582,18,0,129,15.5581,0.409425,99.0071,2.28295,0.578947
582,19,0,129,15.7132,0.413505,87.0833,2.38437,0.605263
582,20,0,129,15.5969,0.410445,74.6027,2.24483,0.657895
582,21,0,129,15.6589,0.412077,75.0103,2.25904,0.605263
582,22,0,129,15.6744,0.412485,67.8902,2.17119,0.578947
582,23,0,129,15.3101,0.402897,54.0155,1.92054,0.578947
582,0,1,52,16,0.421053,174.535,4.02724,0.578947
582,1,1,52,18.1346,0.477227,189.373,4.24199,0.657895
582,2,1,52,16.9423,0.44585,121.444,3.10417,0.631579
582,3,1,52,16.0577,0.422571,86.6298,2.53526,0.605263
582,4,1,52,16.3846,0.431174,90.3638,2.58333,0.657895
582,5,1,52,15.75,0.414474,75.3926,2.32532,0.578947
582,6,1,52,15.9423,0.419534,96.5577,2.67949,0.605263
582,7,1,52,16.8269,0.442814,147.181,3.50481,0.605263
582,8,1,52,16.5385,0.435223,105.51,2.76923,0.631579
582,9,1,52,15.9615,0.42004,104.426,2.71154,0.605263
582,10,1,52,16.1731,0.425607,97.5753,2.53365,0.605263
582,11,1,52,15.8269,0.416498,83.5769,2.29327,0.605263
582,12,1,52,15.9615,0.42004,91.2308,2.40385,0.578947
582,13,1,52,16.2692,0.428138,85.4888,2.40865,0.605263
582,14,1,52,16.1346,0.424595,85.359,2.40224,0.605263
582,15,1,52,15.8269,0.416498,76.6907,2.13462,0.578947
582,16,1,52,16,0.421053,86.2452,2.27404,0.605263
582,17,1,52,15.8462,0.417004,82.3413,2.14103,0.631579
582,18,1,52,15.7308,0.413968,74.351,2.06731,0.631579
582,19,1,52,15.8654,0.41751,74.1779,2.11538,0.605263
582,20,1,52,15.9423,0.419534,69.1651,2.05449,0.605263
582,21,1,52,15.6346,0.411437,56.1538,1.87019,0.605263
582,22,1,52,15.4712,0.407136,52.2756,1.77724,0.605263
582,23,1,52,15.6346,0.411437,52.0385,1.76763,0.605263
584,0,0,129,13.7442,0.249894,91.3844,13.0549,0.363636
584,1,0,129,13.9535,0.2537,91.1537,13.022,0.345455
584,2,0,129,13.9767,0.254123,91.8094,13.1156,0.345455
584,3,0,129,14.0543,0.255532,91.3391,13.0484,0.363636
584,4,0,129,13.9147,0.252995,90.8824,12.9832,0.363636
584,5,0,129,13.8217,0.251304,90.2313,12.8902,0.363636
584,6,0,129,13.8682,0.252149,89.5123,12.7875,0.363636
584,7,0,129,12.8062,0.23284,77.624,11.0891,0.345455
584,8,0,129,10.4884,0.190698,57.5329,8.21899,0.290909
584,9,0,129,8.4186,0.153066,50.9625,7.28036,0.290909
584,10,0,129,8.02713,0.145948,48.5614,6.93734,0.290909
584,11,0,129,7.58915,0.137984,47.1505,6.73579,0.290909
584,12,0,129,7.84496,0.142636,48.3081,6.90116,0.509091
584,13,0,129,8.17442,0.148626,50.5782,7.22545,0.318182
584,14,0,129,8,0.145455,48.6473,6.94961,0.290909
584,15,0,129,7.46512,0.135729,46.0019,6.57171,0.290909
584,16,0,129,7.22481,0.13136,45.2829,6.46899,0.290909
584,17,0,129,7.40698,0.134672,50.0807,7.15439,0.290909
584,18,0,129,8.78295,0.15969,63.3256,9.04651,0.290909
584,19,0,129,11.4186,0.207611,80.8256,11.5465,0.327273
584,20,0,129,12.9922,0.236223,86.6273,12.3753,0.345455
584,21,0,129,13.1008,0.238196,86.1932,12.3133,0.363636
584,22,0,129,13.3256,0.242283,88.6531,12.6647,0.345455
584,23,0,129,13.5891,0.247075,90.697,12.9567,0.345455
584,0,1,52,13.2885,0.241608,90.024,12.8606,0.381818
584,1,1,52,13.4423,0.244406,90.7196,12.9599,0.381818
584,2,1,52,13.5962,0.247203,91.3141,13.0449,0.381818
584,3,1,52,13.75,0.25,91.1795,13.0256,0.381818
584,4,1,52,13.75,0.25,90.6859,12.9551,0.381818
584,5,1,52,13.5385,0.246154,90.8093,12.9728,0.381818
584,6,1,52,13.4423,0.244406,89.4407,12.7772,0.381818
584,7,1,52,13.1923,0.23986,84.617,12.0881,0.381818
584,8,1,52,12.0192,0.218531,75.3846,10.7692,0.363636
584,9,1,52,10.4231,0.18951,68.1715,9.73878,0.345455
584,10,1,52,10.2692,0.186713,66.5561,9.50801,0.345455
584,11,1,52,10.0577,0.182867,66.9936,9.57051,0.327273
584,12,1,52,10.25,0.186364,69.0465,9.86378,0.327273
584,13,1,52,10.7692,0.195804,70.2468,10.0353,0.327273
584,14,1,52,10.4038,0.189161,67.8574,9.69391,0.327273
584,15,1,52,9.92308,0.18042,62.4503,8.92147,0.327273
584,16,1,52,9.5,0.172727,62.024,8.86058,0.272727
584,17,1,52,9.82692,0.178671,67.1058,9.58654,0.290909
584,18,1,52,11.0385,0.200699,74.5994,10.6571,0.327273
584,19,1,52,11.5769,0.21049,77.8301,11.1186,0.327273
584,20,1,52,11.75,0.213636,79.1651,11.3093,0.309091
584,21,1,52,11.8462,0.215385,79.2436,11.3205,0.345455
584,22,1,52,12.2404,0.222552,81.7564,11.6795,0.363636
584,23,1,52,12.3846,0.225175,83.8205,11.9744,0.363636
585,0,0,129,1.88372,0.156977,13.8236,1.97481,0.416667
585,1,0,129,2.08527,0.173773,14.7099,2.10142,0.416667
585,2,0,129,2.15504,0.179587,15.0581,2.15116,0.416667
585,3,0,129,2.23256,0.186047,15.2481,2.17829,0.416667
585,4,0,129,2.1938,0.182817,15.2255,2.17506,0.416667
585,5,0,129,2.22481,0.185401,14.9813,2.14018,0.416667
585,6,0,129,2.16279,0.180233,15.0355,2.14793,0.416667
585,7,0,129,2.13178,0.177649,14.0136,2.00194,0.416667
585,8,0,129,1.88372,0.156977,12.0149,1.71641,0.333333
585,9,0,129,1.67442,0.139535,13.7061,1.95801,0.416667
585,10,0,129,2.07752,0.173127,14.199,2.02842,0.416667
585,11,0,129,2.04651,0.170543,14.2125,2.03036,0.416667
585,12,0,129,2.05426,0.171189,13.6654,1.9522,0.5
585,13,0,129,1.92636,0.16053,13.5388,1.93411,0.5
585,14,0,129,1.89922,0.158269,12.2771,1.75388,0.5
585,15,0,129,1.64341,0.136951,11.0969,1.58527,0.416667
585,16,0,129,1.52713,0.127261,10.5271,1.50388,0.5
585,17,0,129,1.60078,0.133398,10.6176,1.5168,0.5
585,18,0,129,1.34884,0.112403,9.35594,1.33656,0.416667
585,19,0,129,1.27132,0.105943,8.22997,1.17571,0.5
585,20,0,129,1.16279,0.0968992,8.82687,1.26098,0.416667
585,21,0,129,1.45736,0.121447,10.405,1.48643,0.416667
585,22,0,129,1.58915,0.132429,11.4587,1.63695,0.416667
585,23,0,129,1.74419,0.145349,12.0963,1.72804,0.333333
585,0,1,52,1.59615,0.133013,12.1603,1.73718,0.333333
585,1,1,52,1.86538,0.155449,13.1362,1.8766,0.416667
585,2,1,52,1.92308,0.160256,13.3045,1.90064,0.416667
585,3,1,52,2.01923,0.168269,13.5737,1.9391,0.416667
585,4,1,52,1.96154,0.163462,13.4952,1.92788,0.416667
585,5,1,52,1.90385,0.158654,13.6298,1.94712,0.416667
585,6,1,52,1.92308,0.160256,13.4279,1.91827,0.416667
585,7,1,52,2,0.166667,12.3397,1.76282,0.416667
585,8,1,52,1.51923,0.126603,9.72596,1.38942,0.333333
585,9,1,52,1.26923,0.105769,8.90705,1.27244,0.333333
585,10,1,52,1.25,0.104167,8.53686,1.21955,0.333333
585,11,1,52,1.09615,0.0913462,8.34615,1.19231,0.25
585,12,1,52,1.38462,0.115385,9.87179,1.41026,0.333333
585,13,1,52,1.42308,0.11859,9.10897,1.30128,0.333333
585,14,1,52,1.15385,0.0961538,7.49359,1.07051,0.25
585,15,1,52,1.03846,0.0865385,6.69712,0.956731,0.25
585,16,1,52,0.903846,0.0753205,6.03526,0.862179,0.25
585,17,1,52,0.826923,0.0689103,5.94551,0.849359,0.25
585,18,1,52,0.846154,0.0705128,6.42788,0.918269,0.25
585,19,1,52,0.884615,0.073718,6.125,0.875,0.333333
585,20,1,52,0.826923,0.0689103,6.94391,0.991987,0.333333
585,21,1,52,1.09615,0.0913462,8.69391,1.24199,0.25
585,22,1,52,1.53846,0.128205,10.7468,1.53526,0.333333
585,23,1,52,1.71154,0.142628,11.8237,1.6891,0.333333
587,0,0,129,38.7597,0.293634,251.407,35.4257,0.69697
587,1,0,129,38.6279,0.292636,252.112,35.5297,0.568182
587,2,0,129,38.7442,0.293517,253.015,35.7274,0.416667
587,3,0,129,38.7442,0.293517,252.135,35.646,0.416667
587,4,0,129,38.6047,0.292459,252.151,35.6402,0.416667
587,5,0,129,38.4884,0.291579,251.252,35.4974,0.424242
587,6,0,129,38.3101,0.290228,247.675,35.0149,0.424242
587,7,0,129,36.7132,0.27813,216.781,30.4948,0.424242
587,8,0,129,27.9845,0.212004,159.232,22.1537,0.44697
587,9,0,129,23.5194,0.178177,133.407,18.3876,0.704545
587,10,0,129,19.6047,0.14852,117.708,16.1311,0.371212
587,11,0,129,18.4031,0.139417,110.472,15.3172,0.340909
587,12,0,129,18.3372,0.138918,113.483,15.4593,0.378788
587,13,0,129,18.5581,0.140592,113.01,15.3398,0.378788
587,14,0,129,18.5581,0.140592,109.816,14.73,0.628788
587,15,0,129,16.845,0.127613,103.836,14.1169,0.340909
587,16,0,129,16.8023,0.12729,108.667,14.4451,0.348485
587,17,0,129,17.3101,0.131137,114.608,15.5775,0.325758
587,18,0,129,19.4729,0.147522,140.298,19.2054,0.333333
587,19,0,129,25.186,0.190803,180.074,24.8443,0.575758
587,20,0,129,30.2248,0.228976,210.872,29.4587,0.386364
587,21,0,129,33.8372,0.256342,233.099,32.5614,0.416667
587,22,0,129,36.4496,0.276133,249.253,34.6848,0.44697
587,23,0,129,38.4264,0.291109,255.557,35.6693,0.507576
587,0,1,52,40.1923,0.304487,270.166,37.7276,0.469697
587,1,1,52,41.2885,0.312791,270.248,37.766,0.515152
587,2,1,52,41.1346,0.311626,269.889,37.8061,0.522727
587,3,1,52,41.3654,0.313374,269.668,37.7228,0.522727
587,4,1,52,41.5192,0.31454,270.051,37.7468,0.522727
587,5,1,52,42.0962,0.31891,269.519,37.5625,0.522727
587,6,1,52,41.3269,0.313083,268.651,37.4071,0.522727
587,7,1,52,40.5577,0.307255,255.086,35.4696,0.515152
587,8,1,52,37.2115,0.281906,234.837,32.5689,0.492424
587,9,1,52,34.9615,0.26486,211.931,29.4471,0.484848
587,10,1,52,31.5,0.238636,193.313,26.875,0.469697
587,11,1,52,29.5769,0.224068,182.26,25.3285,0.477273
587,12,1,52,28.5385,0.2162,182.314,25.2244,0.469697
587,13,1,52,29.6538,0.22465,187.465,25.4728,0.477273
587,14,1,52,28.4808,0.215763,179.135,24.6907,0.469697
587,15,1,52,27.5192,0.208479,175.369,24.2404,0.469697
587,16,1,52,27.4615,0.208042,174.776,24.2179,0.454545
587,17,1,52,27.6346,0.209353,180.851,25.016,0.462121
587,18,1,52,28.5962,0.216638,195.732,26.9006,0.44697
587,19,1,52,31.4808,0.238491,212.812,29.5353,0.454545
587,20,1,52,33.9423,0.257139,226.157,31.5721,0.454545
587,21,1,52,35.2115,0.266754,239.849,33.2212,0.462121
587,22,1,52,37.4423,0.283654,249.596,34.633,0.454545
587,23,1,52,38.5192,0.291812,253.95,35.0705,0.469697
588,0,0,129,49.3023,0.513566,310.652,45.3075,1
588,1,0,129,49.5891,0.516554,313.483,45.7384,0.645833
588,2,0,129,49.8992,0.519784,315.258,45.9929,0.645833
588,3,0,129,50.1473,0.522368,314.46,45.8863,0.645833
588,4,0,129,49.969,0.52051,313.734,45.7784,0.645833
588,5,0,129,50.0233,0.521076,313.071,45.6944,0.645833
588,6,0,129,49.938,0.520187,312.233,45.5614,0.645833
588,7,0,129,47.6357,0.496205,253.253,36.9916,0.625
588,8,0,129,33.7364,0.351421,181.001,26.416,0.583333
588,9,0,129,26.6512,0.277616,142.697,20.8004,0.854167
588,10,0,129,23.7364,0.247255,130.502,19.0484,0.583333
588,11,0,129,22.938,0.238937,125.688,18.3475,0.4375
588,12,0,129,23.4109,0.243863,128.173,18.7009,0.645833
588,13,0,129,23.5039,0.244832,127.596,18.6001,0.572917
588,14,0,129,22.6744,0.236192,125.654,18.3068,0.427083
588,15,0,129,22.1008,0.230216,123.427,17.9903,0.416667
588,16,0,129,22.6977,0.236434,125.577,18.303,0.854167
588,17,0,129,22.6977,0.236434,129.068,18.814,0.854167
588,18,0,129,24.2248,0.252342,152.164,22.1848,0.46875
588,19,0,129,30.4109,0.31678,202.679,29.5233,0.854167
588,20,0,129,37.814,0.393895,244.243,35.5426,0.625
588,21,0,129,42.3953,0.441618,271.607,39.5762,0.854167
588,22,0,129,45.6047,0.475048,295.811,43.1286,0.59375
588,23,0,129,48.4806,0.505006,308.222,44.958,0.635417
588,0,1,52,51.6346,0.537861,332.163,48.5849,0.677083
588,1,1,52,52.4615,0.546474,333.683,48.7853,0.677083
588,2,1,52,53.4038,0.55629,335.877,49.1186,0.677083
588,3,1,52,53.6731,0.559095,335.871,49.109,0.854167
588,4,1,52,52.9423,0.551482,334.912,48.9824,0.666667
588,5,1,52,52.8077,0.55008,334.716,48.9295,0.677083
588,6,1,52,52.8654,0.550681,332.853,48.6635,0.677083
588,7,1,52,51.9038,0.540665,312.807,45.7308,0.677083
588,8,1,52,47.1923,0.491587,286.916,41.9888,0.614583
588,9,1,52,43.9231,0.457532,260.756,38.1122,0.583333
588,10,1,52,40.0385,0.417067,240.642,35.1699,0.552083
588,11,1,52,38.4615,0.400641,231.572,33.8397,0.541667
588,12,1,52,37.5,0.390625,230.725,33.6811,0.53125
588,13,1,52,37.8269,0.39403,229.256,33.4279,0.53125
588,14,1,52,37.0577,0.386018,224.432,32.7083,0.520833
588,15,1,52,36.1346,0.376402,217.213,31.6891,0.510417
588,16,1,52,35.6538,0.371394,216.877,31.6522,0.520833
588,17,1,52,35.8846,0.373798,219.014,31.9647,0.510417
588,18,1,52,36.9615,0.385016,233.395,34.0385,0.520833
588,19,1,52,39.8654,0.415264,256.566,37.4038,0.520833
588,20,1,52,42.9808,0.447716,275.546,40.2484,0.5625
588,21,1,52,45.6731,0.475761,290.113,42.4439,0.59375
588,22,1,52,48.5769,0.50601,303.058,44.3413,1
588,23,1,52,49.4038,0.514623,310.401,45.399,0.666667
589,0,0,129,23.3101,0.222001,291.205,18.1919,0.485714
589,1,0,129,24.814,0.236323,301.74,18.5523,0.457143
589,2,0,129,24.5116,0.233444,288.304,18.3547,0.47619
589,3,0,129,24.2171,0.230639,282.766,18.0917,0.466667
589,4,0,129,24.0543,0.229088,287.88,18.1034,0.466667
589,5,0,129,24.0698,0.229236,295.605,18.0233,0.466667
589,6,0,129,24.3721,0.232115,337.313,18.3811,0.495238
589,7,0,129,24.0465,0.229014,340.149,16.4141,0.485714
589,8,0,129,19.9457,0.189959,226.824,12.345,0.447619
589,9,0,129,17.3992,0.165707,184.816,11.1176,0.4
589,10,0,129,17.376,0.165485,146.501,9.83075,0.409524
589,11,0,129,16.5969,0.158066,145.935,9.54457,0.4
589,12,0,129,17.5775,0.167405,213.272,11.9057,0.514286
589,13,0,129,19.5775,0.186453,243.831,12.3437,0.452381
589,14,0,129,17.5969,0.16759,195.582,10.5084,0.4
589,15,0,129,17.4264,0.165965,186.091,9.93023,0.428571
589,16,0,129,17.3992,0.165707,181.93,9.66344,0.4
589,17,0,129,17.4341,0.166039,183.807,9.94638,0.409524
589,18,0,129,18.3333,0.174603,193.282,11.5885,0.409524
589,19,0,129,20.1163,0.191584,231.132,14.7946,0.428571
589,20,0,129,22.7597,0.216759,251.056,16.6725,0.47619
589,21,0,129,23.3721,0.222591,241.71,16.7313,0.447619
589,22,0,129,22.8062,0.217202,222.29,16.5297,0.466667
589,23,0,129,23.3411,0.222296,228.258,17.0155,0.47619
589,0,1,52,23.5385,0.224176,290.891,18.3077,0.47619
589,1,1,52,24.1154,0.22967,296.869,18.5064,0.447619
589,2,1,52,24.4423,0.232784,299.739,18.601,0.457143
589,3,1,52,24.0192,0.228755,287.059,18.1971,0.466667
589,4,1,52,23.6923,0.225641,298.641,18.3349,0.457143
589,5,1,52,24.2885,0.231319,314.853,18.5032,0.47619
589,6,1,52,24.2885,0.231319,331.54,18.4968,0.466667
589,7,1,52,23.9808,0.228388,335.587,18.0192,0.457143
589,8,1,52,22.25,0.211905,248.024,15.7997,0.438095
589,9,1,52,20.7692,0.197802,221.721,14.5417,0.428571
589,10,1,52,20.4615,0.194872,182.659,13.2324,0.419048
589,11,1,52,20.2308,0.192674,186.256,13.3702,0.428571
589,12,1,52,20.5192,0.195421,229.046,14.5689,0.438095
589,13,1,52,21.3269,0.203114,261.149,15.2115,0.428571
589,14,1,52,20.5385,0.195604,221.686,13.8814,0.447619
589,15,1,52,19.5962,0.18663,205.268,13.0769,0.409524
589,16,1,52,19.5769,0.186447,208.489,13.0032,0.409524
589,17,1,52,19.2308,0.18315,205.053,13.2404,0.438095
589,18,1,52,20.5,0.195238,215.965,14.0833,0.409524
589,19,1,52,20.4808,0.195055,213.311,14.8205,0.409524
589,20,1,52,20.9615,0.199634,237.84,15.5946,0.428571
589,21,1,52,21.0385,0.200366,217.527,15.2772,0.466667
589,22,1,52,20.4615,0.194872,207.747,15.2147,0.438095
589,23,1,52,21.1346,0.201282,198.776,15.6683,0.419048
592,0,0,129,44.1744,0.501982,7519.77,46.5329,0.75
592,1,0,129,55.2171,0.627467,7222.23,44.3605,0.761364
592,2,0,129,43.9186,0.499075,4558.71,28.2661,0.727273
592,3,0,129,24.3798,0.277044,2158.52,14.3786,0.602273
592,4,0,129,19.2946,0.219257,1833,12.4819,0.602273
592,5,0,129,20.969,0.238284,2106.44,14.3792,0.602273
592,6,0,129,23.907,0.27167,3583.84,23.6589,0.602273
592,7,0,129,41.6667,0.473485,5781.61,35.9968,0.681818
592,8,0,129,37.3643,0.424595,3267.12,21.3598,0.590909
592,9,0,129,23.2132,0.263786,1851.12,13.3262,0.613636
592,10,0,129,19.9884,0.227141,1592.13,11.905,0.625
592,11,0,129,19.4806,0.221371,1524.38,11.4173,0.625
592,12,0,129,22.3062,0.25348,2725.74,19.2939,0.647727
592,13,0,129,28.6318,0.325361,2634.92,18.8863,0.5
592,14,0,129,22.5891,0.256695,1758.09,13.1189,0.386364
592,15,0,129,20.2016,0.229563,1550.63,11.6693,0.409091
592,16,0,129,20.1938,0.229475,1621.9,11.9948,0.375
592,17,0,129,20.3837,0.231633,1849.22,13.3391,0.420455
592,18,0,129,20.3798,0.231589,1865.08,13.3637,0.397727
592,19,0,129,22.3411,0.253876,2386.51,16.6906,0.431818
592,20,0,129,25.6977,0.292019,2601.55,18.0775,0.443182
592,21,0,129,26.0853,0.296424,2604.48,18.062,0.488636
592,22,0,129,25.9922,0.295366,2519.86,17.4089,0.534091
592,23,0,129,25.6512,0.29149,3012.86,20.2855,0.545455
592,0,1,52,40.7692,0.463287,7473.99,46.3574,0.715909
592,1,1,52,55.5962,0.631774,7370.05,45.4679,0.761364
592,2,1,52,44.5577,0.506337,4957.02,30.8654,0.704545
592,3,1,52,27.7308,0.315122,2477.15,16.4808,0.534091
592,4,1,52,20.3846,0.231643,2033.19,13.9343,0.488636
592,5,1,52,21.0192,0.238855,2141.3,14.7532,0.431818
592,6,1,52,24.1346,0.274257,3333.69,22.2212,0.409091
592,7,1,52,39.6923,0.451049,5968.89,37.3478,0.647727
592,8,1,52,40.0192,0.454764,3680.13,23.5753,0.670455
592,9,1,52,24.3846,0.277098,2164.04,14.7099,0.443182
592,10,1,52,20.5385,0.233392,1792.63,12.5897,0.420455
592,11,1,52,20.5385,0.233392,1783.77,12.5946,0.409091
592,12,1,52,20.9808,0.238418,2359.37,16.4183,0.352273
592,13,1,52,27.0769,0.307692,2639.76,18.3269,0.443182
592,14,1,52,24.2308,0.27535,2062.64,14.6106,0.409091
592,15,1,52,21.7692,0.247378,1835.45,13.1234,0.397727
592,16,1,52,20.75,0.235795,1879.68,13.3654,0.352273
592,17,1,52,22.6538,0.25743,2140.02,15.0881,0.420455
592,18,1,52,22.3077,0.253497,1931.92,13.6603,0.375
592,19,1,52,20.9038,0.237544,2106.67,14.8077,0.363636
592,20,1,52,24.1923,0.274913,2375.93,16.5753,0.386364
592,21,1,52,24.3077,0.276224,2290.11,15.9311,0.420455
