n,mae,rmse,bias,mape,mape_coverage,mase,mase_coverage,sat_wmae,cell_key,target,horizon,fold,family,n_fits,chosen,n_train_hours
92400,3.84107,6.29388,0.194232,37.2823,0.979665,1.08022,1,4.07808,9915c26883768204,occupancy,24,4,seasonal_naive_weekly,0,,3000
92400,3.03163,4.86179,0.215611,30.7374,0.979665,0.849706,1,3.21604,fae305300ae51bbd,occupancy,24,4,autoregressive,275,order=24,3000
92400,3.0094,4.7244,0.0558979,31.0174,0.979665,0.857708,1,3.19891,c6e78efe461fa16f,occupancy,24,4,zone_ridge,1650,median_alpha=1000.0,3000
92400,3.09658,4.82889,0.396775,33.3783,0.979665,0.897813,1,3.27493,b027908cc1211916,occupancy,24,4,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3000
92400,3.03136,4.83068,-0.219342,29.73,0.979665,0.879437,1,3.27617,b5fc07794b7cfe48,occupancy,24,4,global_ridge,6,alpha=1000.0,3000
92400,2.78541,4.35666,0.544007,30.6789,0.979665,0.813973,1,2.93191,e09252c05b6f4392,occupancy,24,4,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,3000
92400,2.45761,4.31654,-0.131991,25.2476,0.968452,0.691519,1,2.57723,5387a92368f961c6,occupancy,24,5,last_observation,0,,3336
92400,2.45761,4.31654,-0.131991,25.2476,0.968452,0.691519,1,2.57723,2b9a1034050b60da,occupancy,24,5,seasonal_naive_daily,0,,3336
92400,4.917,8.30944,0.290455,46.2208,0.968452,1.29249,1,5.26664,227a9d3f0032b767,occupancy,24,5,seasonal_naive_weekly,0,,3336
92400,2.88095,4.58102,1.10287,33.0757,0.968452,0.802009,1,2.92313,9e15bdeb479d524f,occupancy,24,5,autoregressive,275,order=24,3336
92400,3.33731,5.53356,1.10852,35.3214,0.968452,0.906665,1,3.48388,30b47e0501d1554c,occupancy,24,5,zone_ridge,1650,median_alpha=1000.0,3336
92400,3.52894,5.5605,1.04705,39.2985,0.968452,1.01821,1,3.63149,688425fc775f79e1,occupancy,24,5,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3336
92400,2.85855,4.49182,0.215388,31.3897,0.968452,0.835157,1,3.03405,2ed091683d033997,occupancy,24,5,global_ridge,6,alpha=1000.0,3336
92400,2.69854,4.40216,0.0130042,27.2187,0.968452,0.751127,1,2.87388,b5607fe36a9d379a,occupancy,24,5,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,3336
92400,3.20093,6.14016,0.0343723,32.2575,0.933961,0.917105,1,3.3811,e7e6e62a5f921920,occupancy,24,6,last_observation,0,,3672
92400,3.20093,6.14016,0.0343723,32.2575,0.933961,0.917105,1,3.3811,176703b02af70112,occupancy,24,6,seasonal_naive_daily,0,,3672
92400,5.20102,9.09677,-0.460887,54.526,0.933961,1.53278,1,5.47552,522e6b1709784557,occupancy,24,6,seasonal_naive_weekly,0,,3672
92400,3.31484,5.88465,0.527599,36.092,0.933961,0.963902,1,3.41317,9571b2910b5d7930,occupancy,24,6,autoregressive,275,order=24,3672
92400,3.38252,5.85963,0.179124,37.0549,0.933961,1.00436,1,3.51491,943b89d84e9a948c,occupancy,24,6,zone_ridge,1650,median_alpha=1000.0,3672
92400,3.61381,6.28574,0.618131,45.2099,0.933961,1.12619,1,3.6436,0794d8c36710db81,occupancy,24,6,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3672
92400,3.32258,5.78061,-0.330773,34.7052,0.933961,0.998016,1,3.54378,a7f231afe5909670,occupancy,24,6,global_ridge,6,alpha=1000.0,3672
92400,3.12212,5.46823,0.789179,36.1534,0.933961,0.946222,1,3.17917,31a47ee0a2e6710c,occupancy,24,6,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,3672
92400,2.64623,4.71751,-0.0737987,22.8288,0.981126,0.752858,1,2.78976,324b3e3758f41e7d,occupancy,24,7,last_observation,0,,4008
92400,2.64623,4.71751,-0.0737987,22.8288,0.981126,0.752858,1,2.78976,3e4f3b68e4af87fe,occupancy,24,7,seasonal_naive_daily,0,,4008
92400,3.61018,5.81046,-0.600628,37.95,0.981126,1.12646,1,3.84225,4cd339ac00cc983c,occupancy,24,7,seasonal_naive_weekly,0,,4008
92400,2.67125,4.41506,-0.310947,24.9382,0.981126,0.774226,1,2.84739,853055902d2ccc37,occupancy,24,7,autoregressive,275,order=24,4008
92400,2.76176,4.52956,-0.966899,24.8842,0.981126,0.80134,1,2.99721,18ccf38e90be337c,occupancy,24,7,zone_ridge,1650,median_alpha=1000.0,4008
92400,3.19316,5.90059,-1.00568,31.5224,0.981126,0.951926,1,3.49104,5c6d30156ed9e6a3,occupancy,24,7,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,4008
92400,2.76722,4.47007,-0.844532,24.835,0.981126,0.839452,1,3.02206,2ce4abbb0e902a2e,occupancy,24,7,global_ridge,6,alpha=10.0,4008
92400,2.56087,4.12796,0.267071,27.443,0.981126,0.779687,1,2.69832,c28f081320ed9a43,occupancy,24,7,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,4008
92400,59.1704,306.704,0.139587,18.7997,0.959892,0.419958,1,69.8124,eefa3873f2d74da7,volume,1,0,last_observation,0,,1656
92400,66.9693,248.052,0.315595,48.8006,0.959892,1.04361,1,77.1003,81e2f34c83e40e0c,volume,1,0,seasonal_naive_daily,0,,1656
92400,72.6719,287.889,-4.16565,47.5701,0.959892,1.07017,1,85.3531,f5a8d38ab145c5a4,volume,1,0,seasonal_naive_weekly,0,,1656
92400,43.4102,185.846,0.712612,18.8605,0.959892,0.371051,1,50.6129,25e2bf9126945be4,volume,1,0,autoregressive,275,order=24,1656
92400,40.0206,167.387,1.48576,18.3766,0.959892,0.372332,1,46.6943,f11ab672d4d91481,volume,1,0,zone_ridge,1650,median_alpha=10.0,1656
92400,37.7515,163.818,1.10014,17.8446,0.959892,0.367609,1,44.0835,f823a8ff5573a704,volume,1,0,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,1656
92400,43.9589,164.943,-4.4733,28.8568,0.959892,0.640397,1,51.0704,048e2293994aaef6,volume,1,0,global_ridge,6,alpha=1.0,1656
92400,38.7324,165.787,0.669508,19.3034,0.959892,0.40638,1,45.4693,c264c43d598f6a77,volume,1,0,global_gbm,1,max_iter=200;learning_rate=0.1;max_leaf_nodes=31,1656
92400,57.4618,308.611,-0.130438,18.8268,0.958084,0.402771,1,66.6998,4f1c85f7bb8e7bf0,volume,1,1,last_observation,0,,1992
92400,64.8749,230.044,-1.27626,49.2192,0.958084,1.02257,1,72.8281,a10c2ab715696ef2,volume,1,1,seasonal_naive_daily,0,,1992
92400,70.3551,270.891,2.4837,48.265,0.958084,1.00802,1,79.2398,fab8bb381c4b8c77,volume,1,1,seasonal_naive_weekly,0,,1992
92400,41.4209,181.057,-1.37258,18.9036,0.958084,0.354502,1,47.1238,d4eed48f353e5dbe,volume,1,1,autoregressive,275,order=24,1992
92400,40.0413,166.389,1.2856,18.9797,0.958084,0.353433,1,45.6569,f40f932567c7bb4a,volume,1,1,zone_ridge,1650,median_alpha=10.0,1992
92400,37.3491,156.129,1.1136,18.196,0.958084,0.341629,1,42.6325,aed6daecb8a42494,volume,1,1,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,1992
92400,42.4357,158.329,-1.42732,31.1675,0.958084,0.61612,1,48.0156,d22e65499760f881,volume,1,1,global_ridge,6,alpha=0.1,1992
92400,37.2265,152.416,1.02329,20.0805,0.958084,0.39139,1,42.6303,5a8a08fa3cdc46f4,volume,1,1,global_gbm,1,max_iter=200;learning_rate=0.1;max_leaf_nodes=31,1992
92400,60.6703,319.666,0.0990458,20.4862,0.953961,0.402721,1,70.3931,65f6519e603dbb10,volume,1,2,last_observation,0,,2328
92400,74.2147,286.872,0.968929,64.2336,0.953961,1.02626,1,85.6115,a2ad6c45beecc2c9,volume,1,2,seasonal_naive_daily,0,,2328
92400,85.8657,353.984,-8.25507,83.7719,0.953961,1.07604,1,101.028,2fbeed96340e1594,volume,1,2,seasonal_naive_weekly,0,,2328
92400,46.9926,209.331,-0.459224,29.4344,0.953961,0.36724,1,54.8508,2434ce40693707f3,volume,1,2,autoregressive,275,order=24,2328
92400,44.2039,189.412,-1.97143,31.3277,0.953961,0.365603,1,51.9812,e09769c287149224,volume,1,2,zone_ridge,1650,median_alpha=10.0,2328
92400,41.0864,180.173,0.219745,31.9034,0.953961,0.349002,1,48.6539,7d65c1387b7c7314,volume,1,2,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,2328
92400,47.1244,183.387,-0.637836,42.9721,0.953961,0.614698,1,54.5941,00beab9466971cc5,volume,1,2,global_ridge,6,alpha=1000.0,2328
92400,42.0804,181.178,5.14404,32.3606,0.953961,0.40874,1,49.5743,d516afd5d1c14ba5,volume,1,2,global_gbm,1,max_iter=200;learning_rate=0.1;max_leaf_nodes=31,2328
92400,53.2307,300.451,-0.118591,15.7656,0.931948,0.30038,1,63.3672,b4026f2feaa62bce,volume,1,3,last_observation,0,,2664
92400,60.5867,229.501,-0.547896,45.8909,0.931948,0.832663,1,69.5924,b1de0434f7fcd989,volume,1,3,seasonal_naive_daily,0,,2664
92400,78.7656,286.306,11.0818,58.3978,0.931948,1.07658,1,90.9195,911fcf9e00675d46,volume,1,3,seasonal_naive_weekly,0,,2664
92400,39.6996,177.962,2.21931,17.9709,0.931948,0.28691,1,46.6628,1708f7c13d514434,volume,1,3,autoregressive,275,order=24,2664
92400,37.7666,161.117,3.00472,18.2814,0.931948,0.295184,1,44.2288,6bb7cd400cd6abad,volume,1,3,zone_ridge,1650,median_alpha=10.0,2664
92400,36.9765,162.241,6.82551,18.586,0.931948,0.292988,1,43.5088,d03c9d466c42e37d,volume,1,3,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,2664
92400,40.2809,156.714,-0.358712,28.8478,0.931948,0.517021,1,46.4982,2013b2bcc33862bb,volume,1,3,global_ridge,6,alpha=1.0,2664
92400,35.4772,150.869,-0.892202,17.8525,0.931948,0.339837,1,41.6405,b00c83faa358ee48,volume,1,3,global_gbm,1,max_iter=200;learning_rate=0.1;max_leaf_nodes=31,2664
92400,51.9043,278.431,0.273153,18.8098,0.948128,0.384648,1,60.3928,60b1dd4d3bfbe4d3,volume,1,4,last_observation,0,,3000
92400,60.2318,208.786,5.92941,49.7002,0.948128,0.971245,1,66.9394,ba6e4e7543748ec8,volume,1,4,seasonal_naive_daily,0,,3000
92400,80.6445,333.573,20.0225,57.529,0.948128,1.08888,1,87.7389,480f0535c85a19e8,volume,1,4,seasonal_naive_weekly,0,,3000
92400,38.7937,165.532,4.84345,19.8538,0.948128,0.337801,1,43.8793,9e538e19a29fe207,volume,1,4,autoregressive,275,order=24,3000
92400,36.289,149.895,4.40345,19.5592,0.948128,0.337076,1,40.86,1dc75642f1360390,volume,1,4,zone_ridge,1650,median_alpha=10.0,3000
92400,36.296,166.234,8.44386,19.356,0.948128,0.321971,1,40.0906,929815ddb100d4c0,volume,1,4,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3000
92400,40.187,150.126,2.43626,29.058,0.948128,0.560814,1,45.0538,bf6f0f190a8cecdd,volume,1,4,global_ridge,6,alpha=1000.0,3000
92400,35.4064,144.643,6.16702,19.9005,0.948128,0.387382,1,40.215,c2f3859f0d1e4c94,volume,1,4,global_gbm,1,max_iter=200;learning_rate=0.1;max_leaf_nodes=31,3000
92400,30.6986,178.043,-0.108419,17.0472,0.927597,0.227866,1,34.5629,6ccb73ba0e7d2efa,volume,1,5,last_observation,0,,3336
92400,45.63,186.388,-2.89979,44.544,0.927597,0.669788,1,49.7444,c3475f6a9492c2a7,volume,1,5,seasonal_naive_daily,0,,3336
92400,107.654,409.278,20.6293,113.755,0.927597,1.27504,1,120.438,6b2cd962e1e7f4d8,volume,1,5,seasonal_naive_weekly,0,,3336
92400,30.5775,139.968,5.12983,29.6712,0.927597,0.245565,1,33.717,b129279b0c02cd7a,volume,1,5,autoregressive,275,order=24,3336
92400,35.8938,154.299,4.62736,35.1038,0.927597,0.282565,1,40.5646,dcd1a42046f1eab4,volume,1,5,zone_ridge,1650,median_alpha=10.0,3336
92400,38.2003,160.833,9.81728,47.1156,0.927597,0.305193,1,42.9293,775d247366f3c255,volume,1,5,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3336
92400,34.7275,135.582,0.0612217,39.4105,0.927597,0.488241,1,38.5409,29414b8efe081f4b,volume,1,5,global_ridge,6,alpha=0.1,3336
92400,29.9911,137.691,-3.05983,24.3944,0.927597,0.3115,1,34.202,33c0179793ac5be1,volume,1,5,global_gbm,1,max_iter=200;learning_rate=0.1;max_leaf_nodes=31,3336
92400,49.5712,273.251,-0.0554553,18.791,0.902868,0.325706,1,58.625,da26f2aaa45850e3,volume,1,6,last_observation,0,,3672
92400,57.2995,220.275,-0.774724,54.7905,0.902868,0.824729,1,65.549,40e094c073c3e65e,volume,1,6,seasonal_naive_daily,0,,3672
92400,92.8971,402.172,-30.4215,88.5637,0.902868,1.13436,1,110.588,886ade19b5b276f1,volume,1,6,seasonal_naive_weekly,0,,3672
92400,37.6793,167.74,0.330843,26.7183,0.902868,0.302484,1,43.8121,4b8055f1db145813,volume,1,6,autoregressive,275,order=24,3672
92400,35.6777,153.168,-5.35043,26.7181,0.902868,0.304826,1,41.8548,201143cac057d946,volume,1,6,zone_ridge,1650,median_alpha=10.0,3672
92400,35.3611,152.859,1.01833,33.984,0.902868,0.301321,1,41.0956,c5dbdc8e797e6814,volume,1,6,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3672
92400,39.1361,153.896,-4.65225,38.0226,0.902868,0.526513,1,45.5116,738c500dfa807f50,volume,1,6,global_ridge,6,alpha=1.0,3672
92400,34.5732,146.98,5.28034,26.3805,0.902868,0.372971,1,40.4188,f418fca9807d8b6d,volume,1,6,global_gbm,1,max_iter=200;learning_rate=0.1;max_leaf_nodes=31,3672
92400,52.8022,301.633,-0.0413713,15.9683,0.950108,0.325609,1,62.2086,ec3abc826e048d7c,volume,1,7,last_observation,0,,4008
92400,56.8484,224.327,-0.0277767,43.501,0.950108,0.774185,1,66.1476,192ab0d9a2629047,volume,1,7,seasonal_naive_daily,0,,4008
92400,62.8789,227.085,-4.6598,70.8069,0.950108,0.951491,1,73.8681,02ffec35b1f0a6d9,volume,1,7,seasonal_naive_weekly,0,,4008
92400,38.6265,175.904,-0.442087,19.3766,0.950108,0.28758,1,45.4812,4abfda53b53c54de,volume,1,7,autoregressive,275,order=24,4008
92400,34.946,151.152,-1.70144,20.645,0.950108,0.288273,1,41.4641,89cde009e4eb9846,volume,1,7,zone_ridge,1650,median_alpha=1.0,4008
92400,32.4914,141.705,-1.33082,20.7833,0.950108,0.271457,1,38.7126,27e445fce0652e07,volume,1,7,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,4008
92400,38.3081,153.082,-2.12897,32.0021,0.950108,0.50011,1,44.9149,9b671d22a9f01d8d,volume,1,7,global_ridge,6,alpha=10.0,4008
92400,33.9108,145.161,-0.652996,20.7428,0.950108,0.346694,1,40.3588,a4a15db9af5a658a,volume,1,7,global_gbm,1,max_iter=200;learning_rate=0.1;max_leaf_nodes=31,4008
92400,142.804,591.967,0.236033,65.7048,0.959892,1.40689,1,168.479,5228e73b04c0e772,volume,6,0,last_observation,0,,1656
92400,66.9693,248.052,0.315595,48.8006,0.959892,1.04361,1,77.1003,4343965589f945cc,volume,6,0,seasonal_naive_daily,0,,1656
92400,72.6719,287.889,-4.16565,47.5701,0.959892,1.07017,1,85.3531,2c03c968d9975427,volume,6,0,seasonal_naive_weekly,0,,1656
92400,61.6956,235.804,0.937282,40.2091,0.959892,0.819411,1,71.6809,40f6471a54bfd536,volume,6,0,autoregressive,275,order=24,1656
92400,72.4657,271.763,-1.03662,40.692,0.959892,0.891556,1,84.191,67ee6a729e57aa2e,volume,6,0,zone_ridge,1650,median_alpha=100.0,1656
92400,57.9634,221.822,-2.66225,37.6698,0.959892,0.835824,1,67.7765,a62a9b00dd7233a3,volume,6,0,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,1656
92400,121.774,396.793,0.0347263,132.06,0.959892,2.95935,1,140.185,7d49064efd85e647,volume,6,0,global_ridge,6,alpha=1.0,1656
92400,61.7337,222.263,-2.52561,47.6423,0.959892,0.966741,1,71.8908,92fbeac1450d7818,volume,6,0,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,1656
92400,142.675,610.504,-0.360164,65.075,0.958084,1.36104,1,168.165,d0b28aa1db081d26,volume,6,1,last_observation,0,,1992
92400,64.8749,230.044,-1.27626,49.2192,0.958084,1.02257,1,72.8281,0d8b25e5cf1c3ce2,volume,6,1,seasonal_naive_daily,0,,1992
92400,70.3551,270.891,2.4837,48.265,0.958084,1.00802,1,79.2398,b2523eef1b95483a,volume,6,1,seasonal_naive_weekly,0,,1992
92400,58.7271,213.988,-1.9435,40.6545,0.958084,0.795913,1,66.7455,6bbb96c4bd9b3a63,volume,6,1,autoregressive,275,order=24,1992
92400,75.7865,294.457,-2.58086,42.134,0.958084,0.842976,1,87.5945,87cbabcdc447b24d,volume,6,1,zone_ridge,1650,median_alpha=100.0,1992
92400,59.2555,224.084,1.89996,39.7482,0.958084,0.771594,1,67.0857,0feb798fa6be0bc2,volume,6,1,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,1992
92400,124.278,403.169,2.82413,147.293,0.958084,2.98523,1,140.9,0e5044aed9d6cdfe,volume,6,1,global_ridge,6,alpha=100.0,1992
92400,62.4384,207.155,1.14919,53.6531,0.958084,0.983661,1,70.3873,7bd3d4a6a1757458,volume,6,1,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,1992
92400,149.787,641.91,0.289231,83.5701,0.953961,1.34516,1,177.921,e169b6d80b366839,volume,6,2,last_observation,0,,2328
92400,74.2147,286.872,0.968929,64.2336,0.953961,1.02626,1,85.6115,1f3944b5bc2d6a07,volume,6,2,seasonal_naive_daily,0,,2328
92400,85.8657,353.984,-8.25507,83.7719,0.953961,1.07604,1,101.028,8679a12e37c64aab,volume,6,2,seasonal_naive_weekly,0,,2328
92400,66.3864,261.553,-3.51968,58.1248,0.953961,0.811048,1,77.8009,20caae20ec4959fc,volume,6,2,autoregressive,275,order=24,2328
92400,78.4398,300.151,-6.93195,63.6919,0.953961,0.856658,1,92.5968,6f8611ac3b6bc683,volume,6,2,zone_ridge,1650,median_alpha=100.0,2328
92400,66.1229,266.884,-4.62971,63.6507,0.953961,0.803225,1,77.7929,e171e9cff25d6acb,volume,6,2,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,2328
92400,128.7,427.164,1.00024,152.444,0.953961,2.93858,1,148.315,bef7956792920f19,volume,6,2,global_ridge,6,alpha=1000.0,2328
92400,66.7752,242.441,0.801438,70.082,0.953961,0.969388,1,77.7422,84107765a73b22ff,volume,6,2,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,2328
92400,122.234,581.139,-0.346311,50.2705,0.931948,0.936407,1,148.178,dad17183d58d7366,volume,6,3,last_observation,0,,2664
92400,60.5867,229.501,-0.547896,45.8909,0.931948,0.832663,1,69.5924,5f9ecac05e181d83,volume,6,3,seasonal_naive_daily,0,,2664
92400,78.7656,286.306,11.0818,58.3978,0.931948,1.07658,1,90.9195,b88d2b1c308399b2,volume,6,3,seasonal_naive_weekly,0,,2664
92400,57.5243,216.435,7.84956,41.5901,0.931948,0.674882,1,67.1729,568aefe76577182f,volume,6,3,autoregressive,275,order=24,2664
92400,71.597,268.879,9.50332,44.1394,0.931948,0.75927,1,83.2438,3b17ce6a9ba8356c,volume,6,3,zone_ridge,1650,median_alpha=100.0,2664
92400,62.9252,228.603,18.5251,47.8509,0.931948,0.773346,1,72.367,678a1c9bef3f49b9,volume,6,3,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,2664
92400,114.389,383.279,4.80487,134.421,0.931948,2.7807,1,131.169,3241e6a89a18d567,volume,6,3,global_ridge,6,alpha=1.0,2664
92400,57.1447,203.789,4.21796,44.4202,0.931948,0.7904,1,65.8291,27582df5a98ce85d,volume,6,3,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,2664
92400,127.79,537.445,1.48902,69.1519,0.948128,1.32822,1,147.829,3a7b6b5870541c48,volume,6,4,last_observation,0,,3000
92400,60.2318,208.786,5.92941,49.7002,0.948128,0.971245,1,66.9394,ce8d9e332b1cf2c3,volume,6,4,seasonal_naive_daily,0,,3000
92400,80.6445,333.573,20.0225,57.529,0.948128,1.08888,1,87.7389,d04a3a3578483fff,volume,6,4,seasonal_naive_weekly,0,,3000
92400,58.1295,218.911,13.1018,44.8712,0.948128,0.767902,1,63.6532,292a627dad19263f,volume,6,4,autoregressive,275,order=24,3000
92400,73.3801,302.183,16.5545,49.7668,0.948128,0.835397,1,81.2862,a1004e84f29c08a3,volume,6,4,zone_ridge,1650,median_alpha=1000.0,3000
92400,63.2268,278.947,19.9109,46.9649,0.948128,0.77253,1,67.6552,c0ad1d17de5f03d7,volume,6,4,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3000
92400,110.948,357.196,12.2813,132.164,0.948128,2.84949,1,123.574,533ab5c441fbc42e,volume,6,4,global_ridge,6,alpha=1.0,3000
92400,61.263,226.827,12.5642,53.7987,0.948128,0.931275,1,67.2451,cef06ff05777b5e6,volume,6,4,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,3000
92400,71.6863,314.199,-0.964116,59.4097,0.927597,0.748759,1,80.207,e61f2d9a007fc2db,volume,6,5,last_observation,0,,3336
92400,45.63,186.388,-2.89979,44.544,0.927597,0.669788,1,49.7444,565806523c401fdc,volume,6,5,seasonal_naive_daily,0,,3336
92400,107.654,409.278,20.6293,113.755,0.927597,1.27504,1,120.438,6c705d38fbb4faaa,volume,6,5,seasonal_naive_weekly,0,,3336
92400,55.5872,201.708,28.248,78.0208,0.927597,0.648077,1,58.3082,23fe758d4a3b43b4,volume,6,5,autoregressive,275,order=24,3336
92400,80.9142,329.719,29.9454,92.1916,0.927597,0.801994,1,86.9257,2d4b4a7ec033cece,volume,6,5,zone_ridge,1650,median_alpha=100.0,3336
92400,79.1931,297.486,36.895,116.246,0.927597,0.858414,1,86.5326,d2c13cb44a847087,volume,6,5,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3336
92400,85.2851,241.509,10.7609,172.895,0.927597,2.59042,1,92.8588,e0afc619e3a4b966,volume,6,5,global_ridge,6,alpha=1.0,3336
92400,52.4012,198.398,4.95569,60.5657,0.927597,0.685337,1,58.7085,b864c8a708cd8c4c,volume,6,5,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,3336
92400,132.382,578.572,0.165365,80.2779,0.902868,1.13367,1,157.702,bc308f9c471a179c,volume,6,6,last_observation,0,,3672
92400,57.2995,220.275,-0.774724,54.7905,0.902868,0.824729,1,65.549,ff691b99228ed411,volume,6,6,seasonal_naive_daily,0,,3672
92400,92.8971,402.172,-30.4215,88.5637,0.902868,1.13436,1,110.588,96a96dfa665aaa41,volume,6,6,seasonal_naive_weekly,0,,3672
92400,54.8918,205.551,3.20293,64.3297,0.902868,0.729333,1,63.0167,3fdef73f4754dbd3,volume,6,6,autoregressive,275,order=24,3672
92400,74.1042,281.692,-4.54947,82.6615,0.902868,0.804713,1,87.0994,b73bf7ba6c62bb67,volume,6,6,zone_ridge,1650,median_alpha=1000.0,3672
92400,72.6441,312.449,-0.682025,86.4563,0.902868,0.774135,1,85.7306,08c29a8b4fb7bdba,volume,6,6,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3672
92400,111.399,373.779,3.3734,180.513,0.902868,2.58354,1,128.346,9b0f5d93c1c6391c,volume,6,6,global_ridge,6,alpha=1.0,3672
92400,61.0153,215.199,4.91636,69.7199,0.902868,0.860027,1,70.3398,55fd4fcb5edb8386,volume,6,6,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,3672
92400,139.235,627.644,-0.141457,63.511,0.950108,1.1371,1,165.878,cc60cc3c17e8a7de,volume,6,7,last_observation,0,,4008
92400,56.8484,224.327,-0.0277767,43.501,0.950108,0.774185,1,66.1476,4ff40f86d7e46629,volume,6,7,seasonal_naive_daily,0,,4008
92400,62.8789,227.085,-4.6598,70.8069,0.950108,0.951491,1,73.8681,f5566cdc2415f82d,volume,6,7,seasonal_naive_weekly,0,,4008
92400,53.797,210.11,-1.18346,45.5751,0.950108,0.660839,1,63.519,0deca5e647a70b2b,volume,6,7,autoregressive,275,order=24,4008
92400,68.7521,262.733,-6.81038,55.111,0.950108,0.732295,1,81.8986,3c33513c6a80d456,volume,6,7,zone_ridge,1650,median_alpha=100.0,4008
92400,53.4019,199.746,-3.988,49.001,0.950108,0.633604,1,63.9128,750b5efa8ec5fa93,volume,6,7,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,4008
92400,115.56,396.278,1.9705,161.36,0.950108,2.74435,1,133.689,5f17ac10e3f0fb22,volume,6,7,global_ridge,6,alpha=10.0,4008
92400,55.4047,188.715,-1.63088,52.6681,0.950108,0.799213,1,65.0451,daadbcd1b9fff171,volume,6,7,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,4008
92400,66.9693,248.052,0.315595,48.8006,0.959892,1.04361,1,77.1003,7de7258e5bd3b070,volume,24,0,last_observation,0,,1656
92400,66.9693,248.052,0.315595,48.8006,0.959892,1.04361,1,77.1003,7afc648edaab6ff5,volume,24,0,seasonal_naive_daily,0,,1656
92400,72.6719,287.889,-4.16565,47.5701,0.959892,1.07017,1,85.3531,cc359e1919ebd79c,volume,24,0,seasonal_naive_weekly,0,,1656
92400,62.1518,226.978,-1.08,44.0224,0.959892,0.916055,1,72.1007,1f430d47da625cc6,volume,24,0,autoregressive,275,order=24,1656
92400,62.213,223.6,-3.16714,40.9613,0.959892,0.935761,1,72.29,405d031b3468965a,volume,24,0,zone_ridge,1650,median_alpha=1000.0,1656
92400,60.6822,210.111,-12.5556,42.0756,0.959892,1.03242,1,70.7533,783775e2836dcbdc,volume,24,0,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,1656
92400,61.9646,218.685,-7.30546,45.7961,0.959892,1.07069,1,72.0902,04925b4b50e73833,volume,24,0,global_ridge,6,alpha=1000.0,1656
92400,59.7983,219.269,-0.611349,46.7406,0.959892,0.969621,1,69.3553,7204efbfd6b438b4,volume,24,0,global_gbm,1,max_iter=100;learning_rate=0.1;max_leaf_nodes=31,1656
92400,64.8749,230.044,-1.27626,49.2192,0.958084,1.02257,1,72.8281,f93368e56b104ecf,volume,24,1,last_observation,0,,1992
92400,64.8749,230.044,-1.27626,49.2192,0.958084,1.02257,1,72.8281,07d8bafbe3c708f5,volume,24,1,seasonal_naive_daily,0,,1992
92400,70.3551,270.891,2.4837,48.265,0.958084,1.00802,1,79.2398,d285c54588b2de06,volume,24,1,seasonal_naive_weekly,0,,1992
